Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,600000.SH,20201031,20201031,20200930,,
1,600000.SH,20200829,20200829,20200630,,
2,600000.SH,20200425,20200425,20200331,,
3,600000.SH,20200425,20200425,20191231,,
4,600000.SH,20191030,20191030,20190930,,
5,600000.SH,20191030,20191030,20190930,,
6,600000.SH,20190824,20190824,20190630,,
7,600000.SH,20190430,20190430,20190331,,
8,600000.SH,20190326,20190326,20181231,,
9,600000.SH,20181031,20181031,20180930,,
10,600000.SH,20180830,20180830,20180630,,
11,600000.SH,20180428,20180428,20180331,,
12,600000.SH,20180428,20180428,20171231,,
13,600000.SH,20171028,20171028,20170930,,
14,600000.SH,20170830,20170830,20170630,,
15,600000.SH,20170427,20170427,20170331,,
16,600000.SH,20170401,20170401,20161231,,
