Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,603019.SH,20201028,20201028,20200930,9878659531.12,4649335082.56
1,603019.SH,20200815,20200815,20200630,8535673446.76,3945857056.23
2,603019.SH,20200428,20200428,20200331,10482769626.87,5577455927.75
3,603019.SH,20200328,20200328,20191231,9879041133.22,5858578477.06
4,603019.SH,20191026,20191026,20190930,9728431741.55,5700593980.27
5,603019.SH,20191026,20191026,20190930,9728431741.55,5700593980.27
6,603019.SH,20190816,20190816,20190630,10774762283.73,7415978308.05
7,603019.SH,20190420,20190420,20190331,9183801651.74,5414714606.68
8,603019.SH,20190420,20190420,20190331,9183801651.74,5414714606.68
9,603019.SH,20190316,20190316,20181231,8133084691.05,5224726232.61
10,603019.SH,20181015,20181015,20180930,8659558651.08,5505219795.96
11,603019.SH,20180828,20180828,20180630,6152369628.54,4039182436.53
12,603019.SH,20180426,20180426,20180331,6200317955.4,4702526321.68
13,603019.SH,20180324,20180324,20171231,7068436368.7,5346956672.56
14,603019.SH,20171024,20171024,20170930,6370310882.88,4566873142.4
15,603019.SH,20170810,20170810,20170630,5128308452.99,3914858115.63
16,603019.SH,20170425,20170425,20170331,3947350002.38,2641993804.41
17,603019.SH,20170331,20170331,20161231,3928250415.38,2572754252.11
