Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,002739.SZ,20201030,20201030,20200930,7647550894.4,10229011900.0
1,002739.SZ,20200804,20200804,20200630,8034231041.6,10178265751.19
2,002739.SZ,20200804,20200804,20200630,8034231041.6,10178265751.19
3,002739.SZ,20200430,20200430,20200331,8713680592.03,10042420462.5
4,002739.SZ,20200430,20200430,20200331,8713680592.03,10042420462.5
5,002739.SZ,20200422,20200422,20191231,9323538260.25,9941086907.71
6,002739.SZ,20191030,20191030,20190930,9357130511.62,9444518921.18
7,002739.SZ,20191030,20191030,20190930,9357130511.62,9444518921.18
8,002739.SZ,20190821,20190821,20190630,8860368678.78,9663103065.17
9,002739.SZ,20190430,20190430,20190331,5009361987.3,6986009606.15
10,002739.SZ,20190430,20190430,20190331,5009361987.3,6986009606.15
11,002739.SZ,20190426,20190426,20181231,4541478380.46,6501459252.67
12,002739.SZ,20181030,20181030,20180930,4227109181.17,7555508200.33
13,002739.SZ,20180829,20180829,20180630,4477389209.71,7853983775.49
14,002739.SZ,20180829,20180829,20180630,4477389209.71,7853983775.49
15,002739.SZ,20180428,20180428,20180331,5278917750.81,8812366416.01
16,002739.SZ,20180426,20180426,20171231,5022954348.06,9059781996.78
17,002739.SZ,20171030,20171030,20170930,4491966699.78,6790678665.48
18,002739.SZ,20170829,20170829,20170630,4501859649.96,6902226635.72
19,002739.SZ,20170428,20170428,20170331,3591081371.34,4916387342.79
20,002739.SZ,20170331,20170331,20161231,3833081099.78,5478221256.82
