Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,000100.SZ,20201029,20201029,20200930,61978270132.0,54864885948.0
1,000100.SZ,20200829,20200829,20200630,59983038000.0,53186880000.0
2,000100.SZ,20200829,20200829,20200630,59983038000.0,53186880000.0
3,000100.SZ,20200429,20200429,20200331,54233026313.0,41287029476.0
4,000100.SZ,20200429,20200429,20200331,54233026313.0,41287029476.0
5,000100.SZ,20200331,20200331,20191231,48155523000.0,43057791000.0
6,000100.SZ,20191031,20191031,20190930,48819482207.0,43986051299.0
7,000100.SZ,20190813,20190813,20190630,45873009000.0,43080167000.0
8,000100.SZ,20190424,20190424,20190331,81780442498.0,81718994926.0
9,000100.SZ,20190320,20190320,20181231,80307801000.0,78835404000.0
10,000100.SZ,20181030,20181030,20180930,77404185083.0,76503156443.0
11,000100.SZ,20180829,20180829,20180630,77004338000.0,70975709000.0
12,000100.SZ,20180428,20180428,20180331,78813964876.0,71240487488.0
13,000100.SZ,20180428,20180428,20171231,80095907000.0,72247802000.0
14,000100.SZ,20171026,20171026,20170930,85217171991.0,73630125481.0
15,000100.SZ,20170802,20170802,20170630,79909632000.0,70661976000.0
16,000100.SZ,20170428,20170428,20170331,78655816862.0,69466195241.0
17,000100.SZ,20170428,20170428,20161231,75922319000.0,67293101000.0
