Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,000338.SZ,20201031,20201031,20200930,149134068839.18,122848917964.01
1,000338.SZ,20200828,20200828,20200630,145161504513.88,123926128627.23
2,000338.SZ,20200430,20200430,20200331,123299438097.18,102964787592.53
3,000338.SZ,20200430,20200430,20200331,123299438097.18,102964787592.53
4,000338.SZ,20200327,20200327,20191231,126185085067.8,105876772703.78
5,000338.SZ,20191031,20191031,20190930,117028710581.33,95880180577.34
6,000338.SZ,20191031,20191031,20190930,117028710581.33,95880180577.34
7,000338.SZ,20190830,20190830,20190630,127822035691.51,107522910562.47
8,000338.SZ,20190429,20190429,20190331,116859372418.82,96443808603.63
9,000338.SZ,20190429,20190429,20190331,116859372418.82,96443808603.63
10,000338.SZ,20190326,20190326,20181231,108105462937.38,88616964777.39
11,000338.SZ,20181031,20181031,20180930,104855526457.68,82700683178.29
12,000338.SZ,20180829,20180829,20180630,108855201496.13,84723065599.51
13,000338.SZ,20180829,20180829,20180630,108855201496.13,84723065599.51
14,000338.SZ,20180428,20180428,20180331,108247104228.15,83320556398.19
15,000338.SZ,20180329,20180329,20171231,100340173822.67,78473527574.89
16,000338.SZ,20171031,20171031,20170930,104420213429.53,81099012889.53
17,000338.SZ,20170831,20170831,20170630,92286118804.05,74057179861.5
18,000338.SZ,20170428,20170428,20170331,86898156284.12,67470982124.52
19,000338.SZ,20170330,20170330,20161231,76405992860.47,58980381718.83
