Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,601288.SH,20201031,20201031,20200930,,
1,601288.SH,20200831,20200831,20200630,,
2,601288.SH,20200831,20200831,20200630,,
3,601288.SH,20200429,20200429,20200331,,
4,601288.SH,20200331,20200331,20191231,,
5,601288.SH,20191026,20191026,20190930,,
6,601288.SH,20191026,20191026,20190930,,
7,601288.SH,20190831,20190831,20190630,,
8,601288.SH,20190831,20190831,20190630,,
9,601288.SH,20190427,20190427,20190331,,
10,601288.SH,20190427,20190427,20190331,,
11,601288.SH,20190330,20190330,20181231,,
12,601288.SH,20181031,20181031,20180930,,
13,601288.SH,20180829,20180829,20180630,,
14,601288.SH,20180428,20180428,20180331,,
15,601288.SH,20180327,20180327,20171231,,
16,601288.SH,20171031,20171031,20170930,,
17,601288.SH,20170831,20170831,20170630,,
18,601288.SH,20170429,20170429,20170331,,
19,601288.SH,20170329,20170329,20161231,,
