Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,600660.SH,20201030,20201030,20200930,19168694267.0,14113383258.0
1,600660.SH,20200822,20200822,20200630,22377251736.0,19303210514.0
2,600660.SH,20200428,20200428,20200331,20768237759.0,16465438506.0
3,600660.SH,20200428,20200428,20191231,17774363635.0,14785897820.0
4,600660.SH,20200428,20200428,20191231,17774363635.0,14785897820.0
5,600660.SH,20191031,20191031,20190930,19486074677.0,16015353450.0
6,600660.SH,20191031,20191031,20190930,19486074677.0,16015353450.0
7,600660.SH,20190829,20190829,20190630,19176344181.0,16459902627.0
8,600660.SH,20190829,20190829,20190630,19176344181.0,16459902627.0
9,600660.SH,20190427,20190427,20190331,19723946816.0,15538893462.0
10,600660.SH,20190427,20190427,20190331,19723946816.0,15538893462.0
11,600660.SH,20190316,20190316,20181231,15581139669.0,12357107934.0
12,600660.SH,20190316,20190316,20181231,15581139669.0,12357107934.0
13,600660.SH,20181026,20181026,20180930,18037982655.0,13038093362.0
14,600660.SH,20180821,20180821,20180630,17725353518.0,13332538646.0
15,600660.SH,20180427,20180427,20180331,16442362967.0,10913716221.0
16,600660.SH,20180317,20180317,20171231,15006493545.0,9651760642.0
17,600660.SH,20171026,20171026,20170930,14642240124.0,10362647198.0
18,600660.SH,20170805,20170805,20170630,15185377504.0,11041696279.0
19,600660.SH,20170427,20170427,20170331,15237349068.0,9520465650.0
20,600660.SH,20170225,20170225,20161231,14967958759.0,9691533535.0
