Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,002456.SZ,20201027,20201027,20200930,22867384764.67,20135057514.32
1,002456.SZ,20200804,20200804,20200630,25537087190.12,23818057363.53
2,002456.SZ,20200428,20200428,20200331,23102006835.83,24049202645.62
3,002456.SZ,20200428,20200428,20200331,23102006835.83,24049202645.62
4,002456.SZ,20200420,20200420,20191231,23885908151.68,25592091295.49
5,002456.SZ,20200420,20200420,20191231,23885908151.68,25592091295.49
6,002456.SZ,20191015,20191015,20190930,23933113087.48,26507864103.81
7,002456.SZ,20190731,20190731,20190630,24364237122.73,27268827300.72
8,002456.SZ,20190426,20190426,20190331,21246243149.04,22238007079.44
9,002456.SZ,20190426,20190426,20190331,21246243149.04,22238007079.44
10,002456.SZ,20190426,20190426,20181231,19969640271.05,21877908219.83
11,002456.SZ,20181020,20181020,20180930,22675724157.75,21665251522.34
12,002456.SZ,20180807,20180807,20180630,23301138672.47,22117530820.69
13,002456.SZ,20180424,20180601,20180331,18602469911.09,17201935618.23
14,002456.SZ,20180424,20180424,20180331,18602469911.09,17201935618.23
15,002456.SZ,20180424,20180601,20171231,18141040928.03,16466448231.39
16,002456.SZ,20180424,20180424,20171231,18141040928.03,16466448231.39
17,002456.SZ,20171024,20171024,20170930,19249859397.8,15930947393.47
18,002456.SZ,20170822,20170822,20170630,17730373615.69,16128039632.81
19,002456.SZ,20170425,20170425,20170331,16006107544.18,13299969644.73
20,002456.SZ,20170425,20170425,20161231,14811166912.53,13537977228.11
