Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,600637.SH,20201029,20201029,20200930,27233650908.53,9633264938.83
1,600637.SH,20200826,20200826,20200630,26266913271.13,9853955687.87
2,600637.SH,20200430,20200430,20200331,25438358886.8,8946429424.41
3,600637.SH,20200430,20200430,20200331,25438358886.8,8946429424.41
4,600637.SH,20200430,20200430,20191231,25020664504.97,9157102095.51
5,600637.SH,20200430,20200430,20191231,25020664504.97,9157102095.51
6,600637.SH,20191030,20191030,20190930,21783122902.71,5282517155.23
7,600637.SH,20191030,20191030,20190930,21783122902.71,5282517155.23
8,600637.SH,20190828,20190828,20190630,22626339857.3,6571069976.55
9,600637.SH,20190430,20190430,20190331,23207239140.27,6597466818.5
10,600637.SH,20190430,20190430,20181231,23123266607.16,7228164147.19
11,600637.SH,20181029,20181029,20180930,21782432880.42,7273697226.03
12,600637.SH,20180831,20180831,20180630,22147863950.01,7760653508.64
13,600637.SH,20180428,20180428,20180331,21607316593.2,6971382408.47
14,600637.SH,20180421,20180421,20171231,22274659861.64,7527221189.9
15,600637.SH,20171031,20171031,20170930,20325990264.32,6387476870.31
16,600637.SH,20170830,20170830,20170630,21637255210.75,6860060220.31
17,600637.SH,20170429,20170429,20170331,22728644158.9,7623806417.73
18,600637.SH,20170429,20170429,20161231,22377871809.04,7819097350.33
