Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,000768.SZ,20201030,20201030,20200930,45566577394.55,36249347020.27
1,000768.SZ,20200825,20200825,20200630,40835806504.78,31835857254.13
2,000768.SZ,20200430,20200430,20200331,39561452281.42,29301095968.63
3,000768.SZ,20200331,20200331,20191231,40473456020.18,30462258626.6
4,000768.SZ,20191029,20191029,20190930,42447981799.78,32584623041.06
5,000768.SZ,20191029,20191029,20190930,42447981799.78,32584623041.06
6,000768.SZ,20190827,20190827,20190630,40383829298.83,30469047980.45
7,000768.SZ,20190427,20190427,20190331,38593108837.76,29484841968.11
8,000768.SZ,20190319,20190319,20181231,39239979521.82,27924962023.93
9,000768.SZ,20190319,20190319,20181231,39239979521.82,27924962023.93
10,000768.SZ,20181030,20181030,20180930,40513667749.54,30345061717.14
11,000768.SZ,20180828,20180828,20180630,37486971440.58,27234556412.81
12,000768.SZ,20180427,20180427,20180331,35585089884.01,25309756373.16
13,000768.SZ,20180313,20180313,20171231,32804959086.9,22457163733.98
14,000768.SZ,20171028,20171028,20170930,37683560950.15,26959375815.35
15,000768.SZ,20170822,20170822,20170630,33180344795.53,22448098806.73
16,000768.SZ,20170425,20170425,20170331,34486363706.25,23521477375.11
17,000768.SZ,20170314,20170314,20161231,31141584971.73,20272697587.13
