Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,600848.SH,20201029,20201029,20200930,22754190629.96,12176803057.71
1,600848.SH,20200828,20200828,20200630,23473943904.86,11465553322.53
2,600848.SH,20200429,20200429,20200331,21894248439.41,9395920526.92
3,600848.SH,20200429,20200429,20200331,21894248439.41,9395920526.92
4,600848.SH,20200424,20200424,20191231,23890168909.03,10917919141.94
5,600848.SH,20200424,20200424,20191231,23890168909.03,10917919141.94
6,600848.SH,20191029,20191029,20190930,19731839487.8,12150253049.8
7,600848.SH,20191029,20191029,20190930,19731839487.8,12150253049.8
8,600848.SH,20190829,20190829,20190630,18326996971.2,11254539352.25
9,600848.SH,20190829,20190829,20190630,18326996971.2,11254539352.25
10,600848.SH,20190429,20190429,20190331,10824252670.73,3887490950.65
11,600848.SH,20190429,20190429,20190331,10824252670.73,3887490950.65
12,600848.SH,20190403,20190403,20181231,10032707869.78,3675125107.08
13,600848.SH,20181026,20181026,20180930,11499494670.79,4099542615.52
14,600848.SH,20180830,20180830,20180630,11353064660.87,4014033804.26
15,600848.SH,20180427,20180427,20180331,10080105455.06,4154080731.94
16,600848.SH,20180412,20180412,20171231,9744872547.55,4490065573.89
17,600848.SH,20171027,20171027,20170930,9668942246.18,3810776434.48
18,600848.SH,20170829,20170829,20170630,9837108971.05,3722555967.13
19,600848.SH,20170428,20170428,20170331,9643636594.53,3776121512.34
20,600848.SH,20170412,20170412,20161231,8067524545.41,3682082139.08
