Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,002607.SZ,20201031,20201031,20200930,11634407473.65,11947072633.97
1,002607.SZ,20200831,20200831,20200630,9456139665.92,11413080687.22
2,002607.SZ,20200429,20200429,20200331,7743003900.16,11171334943.36
3,002607.SZ,20200310,20200310,20191231,4836263773.33,6422233270.59
4,002607.SZ,20191029,20191029,20190930,4958594334.75,6685399670.43
5,002607.SZ,20191029,20191029,20190930,4958594334.75,6685399670.43
6,002607.SZ,20190820,20190820,20190630,6164325389.85,8339039613.59
7,002607.SZ,20190429,20190429,20190331,5816250220.03,6790643400.03
8,002607.SZ,20190429,20190429,20190331,5816250220.03,6790643400.03
9,002607.SZ,20190409,20190409,20181231,3070012503.32,4151352116.05
10,002607.SZ,20181031,20181031,20180930,2298455457.78,2384729377.37
11,002607.SZ,20180828,20180828,20180630,2110313257.98,2277504401.28
12,002607.SZ,20180428,20180428,20180331,2104619083.42,2217684108.9
13,002607.SZ,20180417,20180417,20171231,2363569563.31,2578668524.98
14,002607.SZ,20171028,20171028,20170930,2192678430.57,2266043266.26
15,002607.SZ,20170822,20170822,20170630,2059469842.83,2059929843.95
16,002607.SZ,20170425,20170425,20170331,2197313571.19,2125781513.98
17,002607.SZ,20170425,20170425,20161231,2231578271.8,2197674562.18
