Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,000651.SZ,20201031,20201031,20200930,205819566784.93,154527412999.89
1,000651.SZ,20200831,20200831,20200630,207550613256.69,164559294010.23
2,000651.SZ,20200430,20200430,20200331,202259146412.51,158841873932.99
3,000651.SZ,20200430,20200430,20200331,202259146412.51,158841873932.99
4,000651.SZ,20200430,20200430,20191231,213364040964.83,169568300209.6
5,000651.SZ,20200430,20200430,20191231,213364040964.83,169568300209.6
6,000651.SZ,20191031,20191031,20190930,237148176121.01,188511693808.54
7,000651.SZ,20191031,20191031,20190930,237148176121.01,188511693808.54
8,000651.SZ,20190831,20190831,20190630,228838548215.74,188144424517.09
9,000651.SZ,20190430,20190430,20190331,211040404370.53,167631346683.81
10,000651.SZ,20190429,20190429,20181231,199710948768.77,157686125987.72
11,000651.SZ,20181031,20181031,20180930,197545709151.83,158741680335.04
12,000651.SZ,20180831,20180831,20180630,171531118786.62,138716515492.56
13,000651.SZ,20180427,20180427,20180331,171538813236.56,145511327005.58
14,000651.SZ,20180426,20180426,20171231,171534646159.36,147490788889.61
15,000651.SZ,20171031,20171031,20170930,174675486108.58,160471782713.9
16,000651.SZ,20170831,20170831,20170630,158624457090.11,150419506232.51
17,000651.SZ,20170429,20170429,20170331,154648907329.96,139242762690.91
18,000651.SZ,20170427,20170427,20161231,142910783531.64,126876279738.73
