Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,600369.SH,20201031,20201031,20200930,,
1,600369.SH,20200831,20200831,20200630,,
2,600369.SH,20200831,20200831,20200630,,
3,600369.SH,20200430,20200430,20200331,,
4,600369.SH,20200430,20200430,20191231,,
5,600369.SH,20191031,20191031,20190930,,
6,600369.SH,20190824,20190824,20190630,,
7,600369.SH,20190429,20190429,20190331,,
8,600369.SH,20190429,20190429,20190331,,
9,600369.SH,20190330,20190330,20181231,,
10,600369.SH,20190330,20190330,20181231,,
11,600369.SH,20181031,20181031,20180930,,
12,600369.SH,20181031,20181031,20180930,,
13,600369.SH,20180831,20180831,20180630,,
14,600369.SH,20180831,20180831,20180630,,
15,600369.SH,20180428,20180428,20180331,,
16,600369.SH,20180428,20180428,20180331,,
17,600369.SH,20180331,20180331,20171231,,
18,600369.SH,20180331,20180331,20171231,,
19,600369.SH,20171031,20171031,20170930,,
20,600369.SH,20171031,20171031,20170930,,
21,600369.SH,20170830,20170830,20170630,,
22,600369.SH,20170830,20170830,20170630,,
23,600369.SH,20170429,20170429,20170331,,
24,600369.SH,20170429,20170429,20170331,,
25,600369.SH,20170414,20170414,20161231,,
26,600369.SH,20170414,20170414,20161231,,
