Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,300136.SZ,20201029,20201029,20200930,5072155051.53,3513229156.88
1,300136.SZ,20201029,20201029,20200930,5072155051.53,3513229156.88
2,300136.SZ,20200806,20200806,20200630,4381777091.89,3480333336.02
3,300136.SZ,20200417,20200417,20200331,4343872363.59,2731558098.86
4,300136.SZ,20200417,20200417,20191231,4161758655.67,2745943052.84
5,300136.SZ,20191024,20191024,20190930,4272481286.58,2373722035.85
6,300136.SZ,20191024,20191024,20190930,4272481286.58,2373722035.85
7,300136.SZ,20190828,20190828,20190630,3725650295.99,2211626280.19
8,300136.SZ,20190828,20190828,20190630,3725650295.99,2211626280.19
9,300136.SZ,20190425,20190425,20190331,3880844481.13,2208389073.87
10,300136.SZ,20190425,20190425,20181231,3870439217.34,2112285756.1
11,300136.SZ,20181018,20181018,20180930,3856002090.91,2431652599.61
12,300136.SZ,20180726,20180726,20180630,3025609806.87,2342362615.64
13,300136.SZ,20180426,20180426,20180331,3073820283.7,2403898839.54
14,300136.SZ,20180418,20180418,20171231,3657295425.46,2438957095.6
15,300136.SZ,20171026,20171026,20170930,3253851262.62,2095284238.08
16,300136.SZ,20170829,20170829,20170630,2521451301.45,1390924919.23
17,300136.SZ,20170426,20170426,20170331,2316755265.04,1182420925.08
18,300136.SZ,20170426,20170426,20161231,2048845218.65,994602201.89
