Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,002414.SZ,20201028,20201028,20200930,4180316432.24,1755756794.51
1,002414.SZ,20200826,20200826,20200630,3711931668.7,1439695193.79
2,002414.SZ,20200428,20200428,20200331,3330325221.81,1290903174.38
3,002414.SZ,20200428,20200428,20191231,2533168754.22,635821489.62
4,002414.SZ,20200428,20200428,20191231,2533168754.22,635821489.62
5,002414.SZ,20191029,20191029,20190930,2507447578.43,551886337.68
6,002414.SZ,20191029,20191029,20190930,2507447578.43,551886337.68
7,002414.SZ,20190827,20190827,20190630,2419765927.54,504088148.01
8,002414.SZ,20190827,20190827,20190630,2419765927.54,504088148.01
9,002414.SZ,20190423,20190423,20190331,2431488201.65,622690214.12
10,002414.SZ,20190326,20190326,20181231,2681981196.26,959713129.61
11,002414.SZ,20181025,20181025,20180930,2639654158.43,1139118801.84
12,002414.SZ,20180828,20180828,20180630,2691827865.17,1072974766.53
13,002414.SZ,20180427,20180427,20180331,2275838691.99,753057399.82
14,002414.SZ,20180328,20180328,20171231,2287594059.39,740369194.6
15,002414.SZ,20171024,20171024,20170930,2243289127.49,757374901.96
16,002414.SZ,20170823,20170823,20170630,2380864530.29,768791277.16
17,002414.SZ,20170428,20170428,20170331,2227870920.26,582874444.89
18,002414.SZ,20170411,20170411,20161231,2473418240.97,670529284.76
