Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,300144.SZ,20201029,20201029,20200930,2049421785.16,630097085.66
1,300144.SZ,20200808,20200808,20200630,2042218528.88,670054076.57
2,300144.SZ,20200428,20200428,20200331,2735005175.53,667174540.4
3,300144.SZ,20200428,20200428,20191231,2921046831.68,765041743.99
4,300144.SZ,20191023,20191023,20190930,3071232731.18,911853179.17
5,300144.SZ,20190822,20190822,20190630,2731905390.44,1014564093.67
6,300144.SZ,20190425,20190425,20190331,3339090980.99,1074476739.56
7,300144.SZ,20190425,20190425,20190331,3339090980.99,1074476739.56
8,300144.SZ,20190328,20190328,20181231,2799708975.36,1117393971.49
9,300144.SZ,20181027,20181027,20180930,3134574206.27,1344077726.68
10,300144.SZ,20180823,20180823,20180630,2808469900.01,1304047790.76
11,300144.SZ,20180426,20180426,20180331,2711865381.58,1323185619.61
12,300144.SZ,20180328,20180328,20171231,2305840314.14,1258909145.07
13,300144.SZ,20171026,20171026,20170930,2154965406.91,854809543.22
14,300144.SZ,20170816,20170816,20170630,1647358732.78,665776685.43
15,300144.SZ,20170426,20170426,20170331,1701294049.41,731998441.56
16,300144.SZ,20170228,20170228,20161231,1839006487.3,600926911.35
