Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,603392.SH,20201028,20201028,20200930,1750344537.23,741161479.38
1,603392.SH,20201028,20201028,20200930,1750344537.23,741161479.38
2,603392.SH,20200821,20200821,20200630,1469853607.02,610404995.38
3,603392.SH,20200428,20200428,20200331,893945842.81,443460551.97
4,603392.SH,20200403,20200403,20191231,885659064.07,492030570.38
5,603392.SH,20200403,20200403,20181231,870583855.26,344291634.53
6,603392.SH,20181116,20181116,20180630,917680543.59,431634203.19
7,603392.SH,20200403,20200403,20171231,759930217.05,571138451.08
8,603392.SH,20190606,20190606,20161231,654562610.08,421181765.43
9,603392.SH,20181116,20181116,20151231,584951623.61,303480031.16
