Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,300059.SZ,20201022,20201022,20200930,84415529623.63,57035638416.4
1,300059.SZ,20200812,20200812,20200630,82352457725.43,56468432854.08
2,300059.SZ,20200418,20200418,20200331,70493839609.07,45488121083.86
3,300059.SZ,20200418,20200418,20200331,70493839609.07,45488121083.86
4,300059.SZ,20200410,20200410,20191231,56159317564.97,39376899095.74
5,300059.SZ,20191022,20191022,20190930,48085086069.88,31332942456.68
6,300059.SZ,20191022,20191022,20190930,48085086069.88,31332942456.68
7,300059.SZ,20190727,20190727,20190630,49168714278.54,32723432410.55
8,300059.SZ,20190427,20190427,20190331,58491173049.69,42886044676.08
9,300059.SZ,20190306,20190306,20181231,34371791166.71,19289050740.08
10,300059.SZ,20181023,20181023,20180930,34325117534.96,19005947008.83
11,300059.SZ,20180803,20180803,20180630,39561553579.61,24273504896.09
12,300059.SZ,20180417,20180417,20180331,39691070604.99,24675342861.34
13,300059.SZ,20180317,20180317,20171231,36340062510.69,21744303219.42
14,300059.SZ,20171030,20171030,20170930,31066517421.96,21391167723.12
15,300059.SZ,20170729,20170729,20170630,27514209773.16,19564614101.48
16,300059.SZ,20170427,20170427,20170331,26301998819.16,18436187278.78
17,300059.SZ,20170306,20170306,20161231,21646358303.69,13838586515.84
