Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,601800.SH,20201030,20201030,20200930,584308885031.0,588034840530.0
1,601800.SH,20200829,20200829,20200630,579696642467.0,574697502418.0
2,601800.SH,20200429,20200429,20200331,554277912449.0,536302995189.0
3,601800.SH,20200429,20200429,20200331,554277912449.0,536302995189.0
4,601800.SH,20200401,20200401,20191231,528769043718.0,526015547122.0
5,601800.SH,20191031,20191031,20190930,527991717173.0,510296666153.0
6,601800.SH,20191031,20191031,20190930,527991717173.0,510296666153.0
7,601800.SH,20190831,20190831,20190630,495110135364.0,492738314683.0
8,601800.SH,20190831,20190831,20190630,495110135364.0,492738314683.0
9,601800.SH,20190430,20190430,20190331,479042190890.0,466863066067.0
10,601800.SH,20190330,20190330,20181231,481502269837.0,479869657472.0
11,601800.SH,20181031,20181031,20180930,474595489793.0,458512322279.0
12,601800.SH,20180829,20180829,20180630,478753287592.0,468310124079.0
13,601800.SH,20180428,20180428,20180331,443793041323.0,432181077058.0
14,601800.SH,20180330,20180330,20171231,449545408511.0,446711004540.0
15,601800.SH,20171031,20171031,20170930,470367108791.0,465243635434.0
16,601800.SH,20170830,20170830,20170630,469723836893.0,458734109647.0
17,601800.SH,20170428,20170428,20170331,440501371270.0,416504904364.0
18,601800.SH,20170329,20170329,20161231,437146671584.0,423344681116.0
