Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,300015.SZ,20201027,20201027,20200930,6467733142.12,4154066980.31
1,300015.SZ,20200826,20200826,20200630,6236229688.42,4580340942.6
2,300015.SZ,20200429,20200429,20200331,4564232359.97,3216540635.03
3,300015.SZ,20200429,20200429,20200331,4564232359.97,3216540635.03
4,300015.SZ,20200423,20200423,20191231,4027075374.51,2878639411.47
5,300015.SZ,20191026,20191026,20190930,4808257190.28,4306060691.66
6,300015.SZ,20191026,20191026,20190930,4808257190.28,4306060691.66
7,300015.SZ,20190823,20190823,20190630,4759382659.83,3569472736.26
8,300015.SZ,20190823,20190823,20190630,4759382659.83,3569472736.26
9,300015.SZ,20190426,20190426,20190331,4338081302.77,2671023011.48
10,300015.SZ,20190426,20190426,20190331,4338081302.77,2671023011.48
11,300015.SZ,20190426,20190426,20181231,3226173697.65,2041502671.96
12,300015.SZ,20181027,20181027,20180930,3440731599.17,2273518754.35
13,300015.SZ,20180825,20180825,20180630,3248563422.38,2382718305.78
14,300015.SZ,20180425,20180425,20180331,3517691957.46,1968411693.1
15,300015.SZ,20180421,20180421,20171231,3680987254.0,2120125994.48
16,300015.SZ,20171024,20171024,20170930,2110737284.68,1603730129.5
17,300015.SZ,20170826,20170826,20170630,1715811212.75,1507528096.67
18,300015.SZ,20170425,20170425,20170331,1516563384.1,1285620076.52
19,300015.SZ,20170406,20170406,20161231,1601940272.44,941462147.92
