Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,000066.SZ,20201031,20201031,20200930,18137280183.75,10505102341.58
1,000066.SZ,20200829,20200829,20200630,17526078553.34,10437219214.52
2,000066.SZ,20200430,20200430,20200331,16258878452.73,9336534372.74
3,000066.SZ,20200430,20200430,20200331,16258878452.73,9336534372.74
4,000066.SZ,20200430,20200430,20191231,14027420902.01,9611883314.03
5,000066.SZ,20200430,20200430,20191231,14027420902.01,9611883314.03
6,000066.SZ,20191031,20191031,20190930,11221089130.51,8691195123.53
7,000066.SZ,20191031,20191031,20190930,11221089130.51,8691195123.53
8,000066.SZ,20190831,20190831,20190630,9808799366.54,6872953386.33
9,000066.SZ,20190430,20190430,20190331,9153706535.91,6478223844.11
10,000066.SZ,20190430,20190430,20190331,9153706535.91,6478223844.11
11,000066.SZ,20190430,20190430,20181231,9461696001.18,7170723239.76
12,000066.SZ,20190430,20190430,20181231,9461696001.18,7170723239.76
13,000066.SZ,20181031,20181031,20180930,7924027642.14,5390796739.74
14,000066.SZ,20180831,20180831,20180630,7547115106.99,4921733282.24
15,000066.SZ,20180428,20180428,20180331,7337726837.79,4528214572.87
16,000066.SZ,20180428,20180428,20171231,7923779029.53,5368571782.63
17,000066.SZ,20171031,20171031,20170930,7104137766.84,4233398897.2
18,000066.SZ,20170831,20170831,20170630,6877654539.7,3931818721.08
19,000066.SZ,20170429,20170429,20170331,7104662217.86,4354581646.14
20,000066.SZ,20170429,20170429,20161231,38757325636.86,30120677139.79
