Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,600104.SH,20201031,20201031,20200930,515635877312.29,434758183356.43
1,600104.SH,20200828,20200828,20200630,520874368517.35,440595592472.59
2,600104.SH,20200430,20200430,20200331,483100303179.31,423825467572.94
3,600104.SH,20200430,20200430,20200331,483100303179.31,423825467572.94
4,600104.SH,20200414,20200414,20191231,511157627553.49,462803276706.98
5,600104.SH,20200414,20200414,20191231,511157627553.49,462803276706.98
6,600104.SH,20191031,20191031,20190930,477562239064.59,410352974592.86
7,600104.SH,20191031,20191031,20190930,477562239064.59,410352974592.86
8,600104.SH,20190830,20190830,20190630,464398619591.39,405954394516.55
9,600104.SH,20190830,20190830,20190630,464398619591.39,405954394516.55
10,600104.SH,20190430,20190430,20190331,465880970514.93,397231990208.58
11,600104.SH,20190402,20190402,20181231,453375844154.21,414323140731.23
12,600104.SH,20181030,20181030,20180930,417387790968.33,378165195221.25
13,600104.SH,20180831,20180831,20180630,419716153109.87,396949517973.77
14,600104.SH,20180428,20180428,20180331,419592752570.88,401179181869.02
15,600104.SH,20180330,20180330,20171231,389948525262.62,390972507153.72
16,600104.SH,20171031,20171031,20170930,357378979021.85,333795165036.24
17,600104.SH,20170830,20170830,20170630,364717373896.38,331962861586.88
18,600104.SH,20170429,20170429,20170331,352922878580.84,299145625993.5
19,600104.SH,20170406,20170406,20161231,330945560104.94,297481373222.27
