Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,601225.SH,20201031,20201031,20200930,53224901853.78,34355192085.89
1,601225.SH,20201031,20201031,20200930,53224901853.78,34355192085.89
2,601225.SH,20200826,20200826,20200630,41695753610.68,29268293135.7
3,601225.SH,20200430,20200430,20200331,38891668764.11,32462396582.49
4,601225.SH,20200430,20200430,20200331,38891668764.11,32462396582.49
5,601225.SH,20200430,20200430,20191231,34812018866.28,27906374507.4
6,601225.SH,20200430,20200430,20191231,34812018866.28,27906374507.4
7,601225.SH,20191031,20191031,20190930,33186990872.73,25259802786.02
8,601225.SH,20191031,20191031,20190930,33186990872.73,25259802786.02
9,601225.SH,20190816,20190816,20190630,33924187544.4,27822376999.95
10,601225.SH,20190427,20190427,20190331,31845622900.81,25594722424.96
11,601225.SH,20190411,20190411,20181231,31504517582.1,28679184395.87
12,601225.SH,20181026,20181026,20180930,34338575286.38,29903632770.59
13,601225.SH,20180810,20180810,20180630,33621951403.01,31157966274.79
14,601225.SH,20180426,20180426,20180331,29158302181.32,27634927354.38
15,601225.SH,20180330,20180330,20171231,26809582061.63,28762165850.34
16,601225.SH,20171028,20171028,20170930,29635912722.81,27626154126.16
17,601225.SH,20170826,20170826,20170630,28788201223.8,31051706816.84
18,601225.SH,20170428,20170428,20170331,29588604585.97,35185363063.22
19,601225.SH,20170428,20170428,20161231,23426228251.22,33773675714.75
