Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,601360.SH,20201031,20201031,20200930,24337400000.0,6960664000.0
1,601360.SH,20200829,20200829,20200630,23561658000.0,5967951000.0
2,601360.SH,20200424,20200424,20200331,22237457000.0,4559511000.0
3,601360.SH,20200424,20200424,20191231,22931251000.0,4863843000.0
4,601360.SH,20191031,20191031,20190930,23548794000.0,5009547000.0
5,601360.SH,20191031,20191031,20190930,23548794000.0,5009547000.0
6,601360.SH,20190827,20190827,20190630,22764755000.0,5290426000.0
7,601360.SH,20190827,20190827,20190630,22764755000.0,5290426000.0
8,601360.SH,20190430,20190430,20190331,18630769000.0,4525257000.0
9,601360.SH,20190430,20190430,20190331,18630769000.0,4525257000.0
10,601360.SH,20190416,20190416,20181231,18557259000.0,4900845000.0
11,601360.SH,20181031,20181031,20180930,17604132000.0,4618940000.0
12,601360.SH,20180829,20180829,20180630,16171523000.0,4534849000.0
13,601360.SH,20180427,20180427,20180331,15263723000.0,4254763000.0
14,601360.SH,20180404,20180404,20171231,13304783000.0,4369092000.0
15,601360.SH,20171028,20171028,20170930,1787650265.03,931610240.17
16,601360.SH,20170818,20170818,20170630,1816927784.9,977196284.7
17,601360.SH,20170427,20170427,20170331,1745321891.9,865959817.69
18,601360.SH,20170330,20170330,20161231,1938229810.52,1059923031.69
