Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,600989.SH,20201026,20201026,20200930,4527579033.89,5406544732.88
1,600989.SH,20201026,20201026,20200930,4527579033.89,5406544732.88
2,600989.SH,20200811,20200811,20200630,3900084326.04,5129829960.69
3,600989.SH,20200428,20200428,20200331,5622023417.26,5061339154.37
4,600989.SH,20200316,20200316,20191231,3174966177.93,5530725816.78
5,600989.SH,20200316,20200316,20191231,3174966177.93,5530725816.78
6,600989.SH,20191025,20191025,20190930,6147664299.81,8422836535.35
7,600989.SH,20191025,20191025,20190930,6147664299.81,8422836535.35
8,600989.SH,20190809,20190809,20190630,8324451466.25,6159051782.75
9,600989.SH,20190430,20190430,20190331,2794012452.7,7972610612.22
10,600989.SH,20190515,20190515,20190331,2794012452.7,7972610612.22
11,600989.SH,20190422,20190422,20181231,2275734165.99,7480327744.71
12,600989.SH,20181029,20181029,20180930,2698866924.14,8090632918.24
13,600989.SH,20180829,20180829,20180630,2009112224.9,7458986729.74
14,600989.SH,20180427,20180427,20180331,3708424474.22,9076210629.55
15,600989.SH,20190422,20190422,20171231,2994334984.03,8114449947.38
16,600989.SH,20171019,20171229,20170930,5251550140.2,9392428549.61
17,600989.SH,20171229,20171229,20170630,5328341950.9,10408755625.04
18,600989.SH,20170429,20170429,20170331,5913180601.23,10362110887.09
19,600989.SH,20190422,20190422,20161231,6378944956.83,9836217954.26
20,600989.SH,20171229,20171229,20151231,4829477875.65,12411300913.5
21,600989.SH,20171229,20171229,20141231,5879502479.45,12503011465.26
