Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,600998.SH,20201027,20201027,20200930,64916663603.64,50235330933.34
1,600998.SH,20200825,20200825,20200630,60229092717.56,46728452550.61
2,600998.SH,20200428,20200428,20200331,59294020775.86,46869234878.95
3,600998.SH,20200428,20200428,20191231,58902701140.98,45947816862.71
4,600998.SH,20191022,20191022,20190930,56813192726.32,44188040690.12
5,600998.SH,20191022,20191022,20190930,56813192726.32,44188040690.12
6,600998.SH,20190827,20190827,20190630,56356269183.06,44338705188.75
7,600998.SH,20190827,20190827,20190630,56356269183.06,44338705188.75
8,600998.SH,20190430,20190430,20190331,55308739785.59,43016350908.3
9,600998.SH,20190430,20190430,20190331,55308739785.59,43016350908.3
10,600998.SH,20190426,20190426,20181231,57056653809.5,44266326508.72
11,600998.SH,20181027,20181027,20180930,51516683989.44,39271203514.47
12,600998.SH,20180828,20180828,20180630,48587082797.5,35288551300.81
13,600998.SH,20180426,20180426,20180331,51351206230.76,38265642332.04
14,600998.SH,20180426,20180426,20171231,43473102158.3,30701933821.45
15,600998.SH,20171026,20171026,20170930,39952173382.25,30611732895.79
16,600998.SH,20170830,20170830,20170630,37477527218.77,28870841853.94
17,600998.SH,20170425,20170425,20170331,36107440027.4,27968997874.59
18,600998.SH,20170425,20170425,20161231,32163733541.32,25259293358.46
