Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,000671.SZ,20201029,20201029,20200930,312339141605.85,222879883364.52
1,000671.SZ,20200820,20200820,20200630,296027588774.13,207991477621.08
2,000671.SZ,20200429,20200429,20200331,288088395943.23,189864402609.78
3,000671.SZ,20200429,20200429,20200331,288088395943.23,189864402609.78
4,000671.SZ,20200424,20200424,20191231,272499068919.54,176758015778.57
5,000671.SZ,20191026,20191026,20190930,275983378204.16,178800960909.08
6,000671.SZ,20190802,20190802,20190630,255257971888.26,162251171844.28
7,000671.SZ,20190802,20190802,20190630,255257971888.26,162251171844.28
8,000671.SZ,20190426,20190426,20190331,243812708760.22,152089045678.35
9,000671.SZ,20190315,20190315,20181231,235375749023.4,156838308246.73
10,000671.SZ,20181027,20181027,20180930,242193964258.35,154490238090.81
11,000671.SZ,20180825,20180825,20180630,222395155479.61,138739174376.37
12,000671.SZ,20180428,20180428,20180331,210156858168.77,123776004201.15
13,000671.SZ,20180414,20180414,20171231,198412962248.14,117096645888.05
14,000671.SZ,20171023,20171023,20170930,180932083181.54,108229725000.17
15,000671.SZ,20170824,20170824,20170630,165210998471.52,90035140186.09
16,000671.SZ,20170428,20170428,20170331,150339374633.4,74938534321.51
17,000671.SZ,20170415,20170415,20161231,114560780211.86,52151380136.65
