Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,600893.SH,20201030,20201030,20200930,42486591235.96,31862585323.34
1,600893.SH,20200826,20200826,20200630,40048053558.66,29253974046.99
2,600893.SH,20200428,20200428,20200331,37787268104.95,26170949535.97
3,600893.SH,20200428,20200428,20200331,37787268104.95,26170949535.97
4,600893.SH,20200418,20200418,20191231,38187714427.67,26824979856.71
5,600893.SH,20200418,20200418,20191231,38187714427.67,26824979856.71
6,600893.SH,20191030,20191030,20190930,37033831515.31,30523861265.71
7,600893.SH,20191030,20191030,20190930,37033831515.31,30523861265.71
8,600893.SH,20190824,20190824,20190630,35138159756.47,34400086149.85
9,600893.SH,20190824,20190824,20190630,35138159756.47,34400086149.85
10,600893.SH,20190427,20190427,20190331,31976382215.7,29502417545.77
11,600893.SH,20190427,20190427,20190331,31976382215.7,29502417545.77
12,600893.SH,20190329,20190329,20181231,30268227960.81,27958620802.55
13,600893.SH,20181031,20181031,20180930,32359971952.02,29272562540.38
14,600893.SH,20180828,20180828,20180630,30168387482.96,27570988870.67
15,600893.SH,20180427,20180427,20180331,29008027150.67,25859491121.68
16,600893.SH,20180330,20180330,20171231,28760593448.44,25347136326.22
17,600893.SH,20171028,20171028,20170930,40865894396.91,34366879888.67
18,600893.SH,20170829,20170829,20170630,29330691255.91,32409422119.49
19,600893.SH,20170427,20170427,20170331,27561015855.67,29423358438.74
20,600893.SH,20170317,20170317,20161231,27227361880.62,29421979133.88
