Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,000703.SZ,20201026,20201026,20200930,31249747812.48,46842329982.1
1,000703.SZ,20200829,20200829,20200630,28575262624.83,43101288590.29
2,000703.SZ,20200829,20200829,20200630,28575262624.83,43101288590.29
3,000703.SZ,20200428,20200428,20200331,31413735638.37,41165039552.84
4,000703.SZ,20200428,20200428,20191231,26853004969.34,38232177369.64
5,000703.SZ,20191018,20191018,20190930,18570110501.32,31743202800.4
6,000703.SZ,20190823,20190823,20190630,19131606931.32,28737526890.11
7,000703.SZ,20190823,20190823,20190630,19131606931.32,28737526890.11
8,000703.SZ,20190423,20190423,20190331,17992981925.88,24503462678.18
9,000703.SZ,20190423,20190423,20190331,17992981925.88,24503462678.18
10,000703.SZ,20190418,20190418,20181231,16524035122.29,23796523967.19
11,000703.SZ,20181016,20181016,20180930,21432100954.72,25100593641.39
12,000703.SZ,20180828,20180828,20180630,13294893187.88,20938230848.55
13,000703.SZ,20180425,20180425,20180331,12109411942.4,18888392191.07
14,000703.SZ,20180423,20180423,20171231,11102000894.41,16964866368.98
15,000703.SZ,20171020,20171020,20170930,11278554750.73,14776320351.03
16,000703.SZ,20170829,20170829,20170630,11712900706.95,14850395190.05
17,000703.SZ,20170418,20170418,20170331,10118008756.19,13345702726.68
18,000703.SZ,20170321,20170321,20161231,11444582748.04,13778913981.16
