Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,601633.SH,20201024,20201107,20200930,81973235693.23,59350121950.99
1,601633.SH,20201024,20201024,20200930,81973235693.23,59350121950.99
2,601633.SH,20200829,20200829,20200630,74285617947.48,58730032130.43
3,601633.SH,20200425,20200425,20200331,60876684184.19,45981519946.46
4,601633.SH,20200425,20200425,20191231,68502163106.36,54599801076.22
5,601633.SH,20191026,20191026,20190930,55531460807.75,38725319130.24
6,601633.SH,20190827,20190827,20190630,50390480513.42,34972068740.87
7,601633.SH,20190827,20190827,20190630,50390480513.42,34972068740.87
8,601633.SH,20190430,20190430,20190331,65052915096.25,50730995387.81
9,601633.SH,20190430,20190430,20190331,65052915096.25,50730995387.81
10,601633.SH,20190323,20190323,20181231,66126293810.75,54618421751.63
11,601633.SH,20181027,20181027,20180930,62448080781.21,49894382436.47
12,601633.SH,20180831,20180831,20180630,60988332696.57,48607650400.99
13,601633.SH,20180425,20180425,20180331,67029943667.62,53646715481.84
14,601633.SH,20180324,20180324,20171231,69293328092.5,58881223748.49
15,601633.SH,20171027,20171027,20170930,49540405893.82,40477477818.22
16,601633.SH,20170826,20170826,20170630,44404910279.02,34747688537.67
17,601633.SH,20170428,20170428,20170331,52838440383.35,38738071012.39
18,601633.SH,20170325,20170325,20161231,53928033538.56,43252239792.29
