Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,600061.SH,20201030,20201030,20200930,194392976486.29,134279690986.78
1,600061.SH,20200828,20200828,20200630,169347688618.28,123695461421.0
2,600061.SH,20200429,20200429,20200331,162853295632.01,119295669837.23
3,600061.SH,20200429,20200429,20200331,162853295632.01,119295669837.23
4,600061.SH,20200327,20200327,20191231,148373774531.07,101868231703.84
5,600061.SH,20200327,20200327,20191231,148373774531.07,101868231703.84
6,600061.SH,20191031,20191031,20190930,151722083764.77,107471389289.18
7,600061.SH,20191031,20191031,20190930,151722083764.77,107471389289.18
8,600061.SH,20190830,20190830,20190630,151172535533.47,111154704463.19
9,600061.SH,20190830,20190830,20190630,151172535533.47,111154704463.19
10,600061.SH,20190427,20190427,20190331,150295465616.84,114274243852.0
11,600061.SH,20190329,20190329,20181231,119236853674.82,89014462478.17
12,600061.SH,20181031,20181031,20180930,134470482470.36,93410539032.44
13,600061.SH,20180830,20180830,20180630,136479571132.63,97557512884.56
14,600061.SH,20180428,20180428,20180331,136973496420.05,99058795967.01
15,600061.SH,20180428,20180428,20180331,136973496420.05,99058795967.01
16,600061.SH,20180331,20180331,20171231,119110158474.67,84618880447.22
17,600061.SH,20171028,20171028,20170930,119925718827.53,93561377373.85
18,600061.SH,20170824,20170824,20170630,107174690175.52,82130824657.82
19,600061.SH,20170428,20170428,20170331,120441090811.92,94470031080.69
20,600061.SH,20170331,20170331,20161231,111250396809.86,75642585717.43
