Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,601607.SH,20201030,20201030,20200930,108054193367.47,81427400797.76
1,601607.SH,20200828,20200828,20200630,106746593278.09,82706990601.88
2,601607.SH,20200429,20200429,20200331,103329639023.8,76896814926.32
3,601607.SH,20200429,20200429,20200331,103329639023.8,76896814926.32
4,601607.SH,20200328,20200328,20191231,98091581373.62,74607641537.4
5,601607.SH,20191031,20191031,20190930,99092795621.95,74593504701.12
6,601607.SH,20191031,20191031,20190930,99092795621.95,74593504701.12
7,601607.SH,20190830,20190830,20190630,97926753877.16,73982164429.39
8,601607.SH,20190830,20190830,20190630,97926753877.16,73982164429.39
9,601607.SH,20190427,20190427,20190331,99029727318.23,73474127542.42
10,601607.SH,20190329,20190329,20181231,93277882562.16,68709768031.13
11,601607.SH,20181027,20181027,20180930,91240299612.96,73774947168.31
12,601607.SH,20180829,20180829,20180630,87116843774.75,71619605521.46
13,601607.SH,20180428,20180428,20180331,83506549526.78,67065843409.68
14,601607.SH,20180324,20180324,20171231,68642254393.3,49631809752.89
15,601607.SH,20171031,20171031,20170930,67468887106.36,48272440716.59
16,601607.SH,20170829,20170829,20170630,66543936544.19,47668827562.07
17,601607.SH,20170428,20170428,20170331,65247333446.54,46076054797.0
18,601607.SH,20170322,20170322,20161231,60266897480.21,41113356716.05
