Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,002945.SZ,20201017,20201017,20200930,,
1,002945.SZ,20201017,20201017,20200930,,
2,002945.SZ,20200812,20200812,20200630,,
3,002945.SZ,20200428,20200428,20200331,,
4,002945.SZ,20200420,20200420,20191231,,
5,002945.SZ,20191028,20191028,20190930,,
6,002945.SZ,20190822,20190822,20190630,,
7,002945.SZ,20190423,20190423,20190331,,
8,002945.SZ,20190423,20190423,20190331,,
9,002945.SZ,20190423,20190423,20181231,,
10,002945.SZ,20190423,20190423,20181231,,7784387889.86
11,002945.SZ,20181210,20181210,20180930,,
12,002945.SZ,20181210,20181210,20180630,,
13,002945.SZ,20181210,20181210,20171231,,
14,002945.SZ,20170918,20170918,20170331,,
15,002945.SZ,20181210,20181210,20161231,,
16,002945.SZ,20181210,20181210,20151231,,
17,002945.SZ,20170918,20170918,20141231,,
