Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,600028.SH,20201029,20201029,20200930,550981000000.0,601639000000.0
1,600028.SH,20200831,20200831,20200630,507980000000.0,628622000000.0
2,600028.SH,20200430,20200430,20200331,496032000000.0,639266000000.0
3,600028.SH,20200430,20200430,20200331,496032000000.0,639266000000.0
4,600028.SH,20200330,20200330,20191231,445856000000.0,576374000000.0
5,600028.SH,20191031,20191031,20190930,535040000000.0,597884000000.0
6,600028.SH,20191031,20191031,20190930,535040000000.0,597884000000.0
7,600028.SH,20190826,20190826,20190630,544858000000.0,605435000000.0
8,600028.SH,20190430,20190430,20190331,539113000000.0,575604000000.0
9,600028.SH,20190430,20190430,20190331,539113000000.0,575604000000.0
10,600028.SH,20190325,20190325,20181231,504120000000.0,565098000000.0
11,600028.SH,20181031,20181031,20180930,611918000000.0,620553000000.0
12,600028.SH,20180827,20180827,20180630,568938000000.0,577065000000.0
13,600028.SH,20180427,20180427,20180331,521230000000.0,529753000000.0
14,600028.SH,20180326,20180326,20171231,529049000000.0,579446000000.0
15,600028.SH,20171031,20171031,20170930,437127000000.0,451576000000.0
16,600028.SH,20170828,20170828,20170630,434159000000.0,462409000000.0
17,600028.SH,20170428,20170428,20170331,412699000000.0,439975000000.0
18,600028.SH,20170327,20170327,20161231,412261000000.0,485543000000.0
