Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,600763.SH,20201027,20201027,20200930,870495177.3,356837084.46
1,600763.SH,20200804,20200804,20200630,698947846.25,323262536.27
2,600763.SH,20200804,20200804,20200630,698947846.25,323262536.27
3,600763.SH,20200424,20200424,20200331,517426766.48,282302546.86
4,600763.SH,20200424,20200424,20191231,635437080.67,341439563.68
5,600763.SH,20191030,20191030,20190930,580746680.9,289164907.0
6,600763.SH,20191030,20191030,20190930,580746680.9,289164907.0
7,600763.SH,20190802,20190802,20190630,420405622.8,274060213.62
8,600763.SH,20190426,20190426,20190331,344229343.98,281117453.77
9,600763.SH,20190426,20190426,20190331,344229343.98,281117453.77
10,600763.SH,20190329,20190329,20181231,470299033.85,270121656.7
11,600763.SH,20181020,20181020,20180930,563712485.81,214641056.88
12,600763.SH,20180802,20180802,20180630,431412615.39,190589688.13
13,600763.SH,20180426,20180426,20180331,424137377.98,156896537.02
14,600763.SH,20180403,20180403,20171231,669452574.41,215252296.85
15,600763.SH,20171024,20171024,20170930,415633071.1,155654923.24
16,600763.SH,20170804,20170804,20170630,427757816.27,161482420.07
17,600763.SH,20170420,20170420,20170331,404758310.67,109828676.94
18,600763.SH,20170401,20170401,20161231,376269975.67,127408280.98
