Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,600018.SH,20201031,20201031,20200930,46154180619.06,24241373537.7
1,600018.SH,20200828,20200828,20200630,53021178713.65,38814601901.88
2,600018.SH,20200430,20200430,20200331,40779221291.22,19048380401.12
3,600018.SH,20200430,20200430,20200331,40779221291.22,19048380401.12
4,600018.SH,20200410,20200410,20191231,40399631516.67,19339272490.14
5,600018.SH,20191031,20191031,20190930,41729011950.45,15978491443.27
6,600018.SH,20191031,20191031,20190930,41729011950.45,15978491443.27
7,600018.SH,20190801,20190801,20190630,47541129188.39,21448362445.85
8,600018.SH,20190430,20190430,20190331,40970969664.82,20624653879.07
9,600018.SH,20190430,20190430,20190331,40970969664.82,20624653879.07
10,600018.SH,20190328,20190328,20181231,47842620837.32,31676398710.35
11,600018.SH,20181031,20181031,20180930,55226077729.81,35472818363.75
12,600018.SH,20180830,20180830,20180630,52292329033.97,34659382153.37
13,600018.SH,20180428,20180428,20180331,51474095125.28,32621890044.7
14,600018.SH,20180328,20180328,20171231,50265638309.88,38083862202.13
15,600018.SH,20171031,20171031,20170930,28805918543.99,31037857561.27
16,600018.SH,20170830,20170830,20170630,26610354763.93,37773101780.07
17,600018.SH,20170429,20170429,20170331,25308685022.16,33350954117.77
18,600018.SH,20170329,20170329,20161231,23746561064.19,33923044881.97
