Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,002558.SZ,20201030,20201030,20200930,3361332231.4,524023697.63
1,002558.SZ,20200828,20200828,20200630,4321396549.84,713776961.44
2,002558.SZ,20200430,20200430,20200331,4877066610.48,1518697054.04
3,002558.SZ,20200430,20200430,20200331,4877066610.48,1518697054.04
4,002558.SZ,20200430,20200430,20191231,5118024965.13,1588076372.08
5,002558.SZ,20200430,20200430,20191231,5118024965.13,1588076372.08
6,002558.SZ,20191031,20191031,20190930,4856067310.44,1381557305.28
7,002558.SZ,20190831,20190831,20190630,6228255800.9,1089451112.38
8,002558.SZ,20190427,20190427,20190331,6553229628.97,1073211837.29
9,002558.SZ,20190427,20190427,20181231,6727086117.24,1292023367.41
10,002558.SZ,20181030,20181030,20180930,8986420043.95,2531687689.35
11,002558.SZ,20180830,20180830,20180630,9490927726.74,3315571547.73
12,002558.SZ,20180428,20180428,20180331,10364558030.24,2700114408.35
13,002558.SZ,20180426,20180426,20171231,10368756749.92,3105880035.05
14,002558.SZ,20171030,20171030,20170930,7619353661.81,908873353.08
15,002558.SZ,20170825,20170825,20170630,7776060849.96,1028815633.33
16,002558.SZ,20170428,20170428,20170331,7831727676.97,1065368406.63
17,002558.SZ,20170428,20170428,20161231,7562863861.26,1048649788.73
