Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,002460.SZ,20201030,20201030,20200930,8973327342.87,4018270279.32
1,002460.SZ,20200826,20200826,20200630,6946991044.56,4529933054.76
2,002460.SZ,20200430,20200430,20200331,6733503609.04,3919694961.39
3,002460.SZ,20200430,20200430,20200331,6733503609.04,3919694961.39
4,002460.SZ,20200424,20200424,20191231,5717029763.94,3258856515.44
5,002460.SZ,20191029,20191029,20190930,5999817917.72,3564552542.45
6,002460.SZ,20191029,20191029,20190930,5999817917.72,3564552542.45
7,002460.SZ,20190829,20190829,20190630,7208929211.99,4624935254.46
8,002460.SZ,20190829,20190829,20190630,7208929211.99,4624935254.46
9,002460.SZ,20190430,20190430,20190331,7222221580.49,3826842606.44
10,002460.SZ,20190430,20190430,20190331,7222221580.49,3826842606.44
11,002460.SZ,20190329,20190329,20181231,7914767993.58,3832210461.36
12,002460.SZ,20181030,20181030,20180930,4213972976.71,2519491989.19
13,002460.SZ,20180821,20180821,20180630,4688692347.78,2723463880.25
14,002460.SZ,20180424,20180424,20180331,4665001781.08,2831821702.25
15,002460.SZ,20180402,20180402,20171231,4567681325.9,2814328789.84
16,002460.SZ,20171025,20171025,20170930,3227175576.15,2620758511.54
17,002460.SZ,20170824,20170824,20170630,2524874598.19,2258403776.6
18,002460.SZ,20170428,20170428,20170331,1989490899.5,1642506160.26
19,002460.SZ,20170412,20170412,20161231,1474571660.79,1190878355.24
