Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,600183.SH,20201024,20201024,20200930,9661774131.51,7013803050.63
1,600183.SH,20200811,20200811,20200630,9388646045.02,6621073648.18
2,600183.SH,20200429,20200429,20200331,9245637847.84,5662569999.25
3,600183.SH,20200429,20200429,20200331,9245637847.84,5662569999.25
4,600183.SH,20200325,20200325,20191231,8711944479.26,5256699831.32
5,600183.SH,20191030,20191030,20190930,8384330680.41,4625493350.09
6,600183.SH,20190813,20190813,20190630,7875200567.98,4220687301.98
7,600183.SH,20190813,20190813,20190630,7875200567.98,4220687301.98
8,600183.SH,20190425,20190425,20190331,8055276335.96,4077204066.97
9,600183.SH,20190425,20190425,20190331,8055276335.96,4077204066.97
10,600183.SH,20190327,20190327,20181231,7651586864.45,3777518578.03
11,600183.SH,20181030,20181030,20180930,7788729167.92,3995212638.17
12,600183.SH,20180815,20180815,20180630,7762073376.91,3786512972.79
13,600183.SH,20180426,20180426,20180331,8385173305.14,3783418714.57
14,600183.SH,20180328,20180328,20171231,8479533568.39,4087460543.1
15,600183.SH,20171031,20171031,20170930,6532436513.84,4064318631.58
16,600183.SH,20170831,20170831,20170630,6149039137.52,4008562221.11
17,600183.SH,20170429,20170429,20170331,5822419110.04,3751356694.7
18,600183.SH,20170331,20170331,20161231,5313456674.0,3679890578.06
