Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,601808.SH,20201030,20201030,20200930,26030443111.0,14834306977.0
1,601808.SH,20200827,20200827,20200630,29116875934.0,18567492165.0
2,601808.SH,20200430,20200430,20200331,23197809126.0,18639864648.0
3,601808.SH,20200430,20200430,20200331,23197809126.0,18639864648.0
4,601808.SH,20200326,20200326,20191231,23029655129.0,19828820576.0
5,601808.SH,20191031,20191031,20190930,24191913052.0,21255631229.0
6,601808.SH,20191031,20191031,20190930,24191913052.0,21255631229.0
7,601808.SH,20190822,20190822,20190630,22267125153.0,17097437761.0
8,601808.SH,20190822,20190822,20190630,22267125153.0,17097437761.0
9,601808.SH,20190427,20190427,20190331,22543996873.0,17837772936.0
10,601808.SH,20190427,20190427,20190331,22543996873.0,17837772936.0
11,601808.SH,20190328,20190328,20181231,21708927577.0,17011043963.0
12,601808.SH,20181031,20181031,20180930,20982427027.0,14467583843.0
13,601808.SH,20180823,20180823,20180630,20259851063.0,13795876077.0
14,601808.SH,20180428,20180428,20180331,18648934904.0,10727104520.0
15,601808.SH,20180328,20180328,20171231,19835417897.0,12042685936.0
16,601808.SH,20171027,20171027,20170930,17677456336.0,11693483764.0
17,601808.SH,20170824,20170824,20170630,16796578890.0,11811102059.0
18,601808.SH,20170428,20170428,20170331,21007064598.0,16588642542.0
19,601808.SH,20170322,20170322,20161231,21551792052.0,16716181777.0
