Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,600161.SH,20201029,20201029,20200930,4950335006.3,1143409787.2
1,600161.SH,20200828,20200828,20200630,4772414110.78,1065416999.79
2,600161.SH,20200429,20200429,20200331,4340524139.33,638619969.4
3,600161.SH,20200429,20200429,20200331,4340524139.33,638619969.4
4,600161.SH,20200402,20200402,20191231,4046354290.66,651940561.27
5,600161.SH,20200402,20200402,20191231,4046354290.66,651940561.27
6,600161.SH,20191025,20191025,20190930,4173094174.44,725271380.14
7,600161.SH,20191025,20191025,20190930,4173094174.44,725271380.14
8,600161.SH,20190823,20190823,20190630,3861521978.44,599280203.17
9,600161.SH,20190823,20190823,20190630,3861521978.44,599280203.17
10,600161.SH,20190430,20190430,20190331,3747702478.73,580394070.23
11,600161.SH,20190430,20190430,20190331,3747702478.73,580394070.23
12,600161.SH,20190402,20190402,20181231,3432884355.96,482405250.83
13,600161.SH,20181027,20181027,20180930,3386661995.62,619908012.71
14,600161.SH,20180824,20180824,20180630,3206569755.51,611759723.48
15,600161.SH,20180428,20180428,20180331,3172189752.34,600568217.72
16,600161.SH,20180402,20180402,20171231,2900375933.88,274321628.24
17,600161.SH,20171031,20171031,20170930,2665871581.51,202831153.2
18,600161.SH,20170829,20170829,20170630,2558667564.56,189405452.51
19,600161.SH,20170427,20170427,20170331,2098206692.09,1293309305.46
20,600161.SH,20170427,20170427,20161231,2001677059.49,1194989351.72
