Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,002179.SZ,20201030,20201030,20200930,14579888827.92,6735116744.18
1,002179.SZ,20200822,20200822,20200630,13158035848.25,6258639450.05
2,002179.SZ,20200424,20200424,20200331,12485946900.38,6207263390.74
3,002179.SZ,20200424,20200424,20200331,12485946900.38,6207263390.74
4,002179.SZ,20200331,20200331,20191231,12254917019.42,6000367469.46
5,002179.SZ,20191025,20191025,20190930,12183562417.06,6049305671.15
6,002179.SZ,20191025,20191025,20190930,12183562417.06,6049305671.15
7,002179.SZ,20190824,20190824,20190630,11789747581.88,6047922155.97
8,002179.SZ,20190824,20190824,20190630,11789747581.88,6047922155.97
9,002179.SZ,20190426,20190426,20190331,11098105385.21,5606613243.47
10,002179.SZ,20190321,20190321,20181231,10832368832.1,5553769232.11
11,002179.SZ,20181026,20181026,20180930,9353297310.8,5373846018.34
12,002179.SZ,20180825,20180825,20180630,8893202431.45,5116643923.01
13,002179.SZ,20180427,20180427,20180331,8117476051.35,4443141802.96
14,002179.SZ,20180317,20180317,20171231,7825849579.46,4280098604.34
15,002179.SZ,20171027,20171027,20170930,7096585443.84,3718327053.95
16,002179.SZ,20170831,20170831,20170630,6888212870.35,3605183593.78
17,002179.SZ,20170428,20170428,20170331,6703930052.94,3586822770.99
18,002179.SZ,20170316,20170316,20161231,6571194438.98,3058620444.76
