Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,300124.SZ,20201031,20201031,20200930,11845210383.45,5513426639.01
1,300124.SZ,20200818,20200818,20200630,11237717306.09,5749191150.1
2,300124.SZ,20200428,20200428,20200331,9456050580.57,5001706728.69
3,300124.SZ,20200428,20200428,20191231,9511837233.0,5267926040.06
4,300124.SZ,20191029,20191029,20190930,8593550123.98,4765000655.04
5,300124.SZ,20191029,20191029,20190930,8593550123.98,4765000655.04
6,300124.SZ,20190827,20190827,20190630,7803475872.36,3639320494.17
7,300124.SZ,20190426,20190426,20190331,7550633062.9,3233107743.4
8,300124.SZ,20190426,20190426,20190331,7550633062.9,3233107743.4
9,300124.SZ,20190416,20190416,20181231,7693387238.54,3517497226.66
10,300124.SZ,20181025,20181025,20180930,7244303148.23,3499846717.04
11,300124.SZ,20180818,20180818,20180630,7039770530.95,3430697961.48
12,300124.SZ,20180425,20180425,20180331,6903875594.52,2997052616.85
13,300124.SZ,20180425,20180425,20171231,7073266729.15,3156299345.48
14,300124.SZ,20171025,20171025,20170930,6935085221.14,3225373708.37
15,300124.SZ,20170825,20170825,20170630,6979677505.25,3446904544.14
16,300124.SZ,20170425,20170425,20170331,6524400235.18,2752851430.34
17,300124.SZ,20170411,20170411,20161231,6390320757.25,2855596701.41
