Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,300408.SZ,20201030,20201030,20200930,5734676592.37,620466538.88
1,300408.SZ,20200828,20200828,20200630,5472811847.88,496566404.18
2,300408.SZ,20200429,20200429,20200331,5480397793.65,463791719.92
3,300408.SZ,20200429,20200429,20200331,5480397793.65,463791719.92
4,300408.SZ,20200324,20200324,20191231,5298255011.02,479357404.21
5,300408.SZ,20200324,20200324,20191231,5298255011.02,479357404.21
6,300408.SZ,20191030,20191030,20190930,5079827100.05,443056626.79
7,300408.SZ,20191030,20191030,20190930,5079827100.05,443056626.79
8,300408.SZ,20190830,20190830,20190630,5209349798.83,695639354.42
9,300408.SZ,20190830,20190830,20190630,5209349798.83,695639354.42
10,300408.SZ,20190429,20190429,20190331,5323189969.67,619173053.96
11,300408.SZ,20190429,20190429,20190331,5323189969.67,619173053.96
12,300408.SZ,20190420,20190420,20181231,5399943593.7,1071526692.71
13,300408.SZ,20181030,20181030,20180930,5091259675.94,1011173289.43
14,300408.SZ,20180829,20180829,20180630,4852630011.93,1118039554.4
15,300408.SZ,20180427,20180427,20180331,4923972673.34,727755263.12
16,300408.SZ,20180420,20180420,20171231,4876068068.92,802835434.72
17,300408.SZ,20171030,20171030,20170930,4532773051.24,539921762.26
18,300408.SZ,20170829,20170829,20170630,4632248369.11,476516522.04
19,300408.SZ,20170427,20170427,20170331,4819416062.25,424822306.18
20,300408.SZ,20170420,20170420,20161231,4558538728.34,448078179.63
