Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,601006.SH,20201029,20201029,20200930,31893754522.0,13108299726.0
1,601006.SH,20200828,20200828,20200630,30033968209.0,15076766558.0
2,601006.SH,20200429,20200429,20200331,30893127198.0,12280060714.0
3,601006.SH,20200429,20200429,20200331,30893127198.0,12280060714.0
4,601006.SH,20200429,20200429,20191231,29034429506.0,14170482156.0
5,601006.SH,20200429,20200429,20191231,29034429506.0,14170482156.0
6,601006.SH,20191030,20191030,20190930,31012367479.0,15656544686.0
7,601006.SH,20191030,20191030,20190930,31012367479.0,15656544686.0
8,601006.SH,20190829,20190829,20190630,28040283619.0,15873832283.0
9,601006.SH,20190829,20190829,20190630,28040283619.0,15873832283.0
10,601006.SH,20190425,20190425,20190331,33177036023.0,18239202605.0
11,601006.SH,20190425,20190425,20190331,33177036023.0,18239202605.0
12,601006.SH,20190425,20190425,20181231,30587649682.0,18307959371.0
13,601006.SH,20190425,20190425,20181231,30587649682.0,18307959371.0
14,601006.SH,20181031,20181031,20180930,26898048362.0,15915256312.0
15,601006.SH,20180829,20180829,20180630,21147504363.0,14528507193.0
16,601006.SH,20180428,20180428,20180331,26148034020.0,16151003012.0
17,601006.SH,20180428,20180428,20171231,22444581382.0,16457357197.0
18,601006.SH,20171026,20171026,20170930,27731823336.0,19682919902.0
19,601006.SH,20170830,20170830,20170630,19035712659.0,15556508187.0
20,601006.SH,20170427,20170427,20170331,26004059532.0,22665221815.0
21,601006.SH,20170427,20170427,20161231,22110036803.0,21859810286.0
