Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,600436.SH,20201024,20201024,20200930,8391411271.78,1977173292.81
1,600436.SH,20201024,20201024,20200930,8391411271.78,1977173292.81
2,600436.SH,20200822,20200822,20200630,7495982518.96,1561470759.81
3,600436.SH,20200425,20200425,20200331,7801553034.31,1681554477.04
4,600436.SH,20200425,20200425,20191231,7352299916.69,1746997013.64
5,600436.SH,20191025,20191025,20190930,6995861783.05,1743658953.36
6,600436.SH,20191025,20191025,20190930,6995861783.05,1743658953.36
7,600436.SH,20190824,20190824,20190630,6429116436.17,1654235107.53
8,600436.SH,20190824,20190824,20190630,6429116436.17,1654235107.53
9,600436.SH,20190427,20190427,20190331,5836999900.9,1493951968.76
10,600436.SH,20190427,20190427,20190331,5836999900.9,1493951968.76
11,600436.SH,20190413,20190413,20181231,5230072459.91,1289727354.23
12,600436.SH,20181024,20181024,20180930,5108858454.76,1375851434.0
13,600436.SH,20180825,20180825,20180630,4708937936.97,1332664099.45
14,600436.SH,20180427,20180427,20180331,4660889618.43,1283639621.3
15,600436.SH,20180416,20180416,20171231,4218171847.7,1151442124.22
16,600436.SH,20171027,20171027,20170930,4062283967.61,1127787424.52
17,600436.SH,20170825,20170825,20170630,3415953013.49,907079412.07
18,600436.SH,20170413,20170413,20170331,3419740977.84,994566671.26
19,600436.SH,20170413,20170413,20161231,3412396146.19,910035359.11
