Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,003816.SZ,20201028,20201028,20200930,58881643981.17,66934998728.6
1,003816.SZ,20201028,20201028,20200930,58881643981.17,66934998728.6
2,003816.SZ,20200827,20200827,20200630,57851885369.93,68999486474.49
3,003816.SZ,20200429,20200429,20200331,61267658910.23,66405496737.18
4,003816.SZ,20200429,20200429,20200331,61267658910.23,66405496737.18
5,003816.SZ,20200326,20200326,20191231,61923383290.3,67017899711.71
6,003816.SZ,20191031,20191031,20190930,69592860920.71,71797731131.45
7,003816.SZ,20191031,20191031,20190930,69592860920.71,71797731131.45
8,003816.SZ,20190823,20190823,20190630,51685405110.54,65310451147.85
9,003816.SZ,20190823,20190823,20190630,51685405110.54,65310451147.85
10,003816.SZ,20190731,20190731,20190331,54319597780.34,56753102176.89
11,003816.SZ,20190731,20190731,20181231,55387916293.85,60625091431.14
12,003816.SZ,20181015,20181015,20180930,55513189318.83,48190896041.03
13,003816.SZ,20180828,20180828,20180630,55513837304.14,52098551950.69
14,003816.SZ,20180418,20180418,20180331,57246193610.02,55577041552.68
15,003816.SZ,20190731,20190731,20171231,55904651132.7,60426174675.4
16,003816.SZ,20171018,20171018,20170930,52739320894.05,66090336978.45
17,003816.SZ,20170828,20170828,20170630,51314989896.95,70018416092.3
18,003816.SZ,20170426,20170426,20170331,50287890445.07,68798449958.46
19,003816.SZ,20190731,20190731,20161231,43640765941.51,65128192842.15
20,003816.SZ,20180622,20180622,20151231,45212897723.72,43907836808.38
