Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,600011.SH,20201028,20201028,20200930,63104365195.0,135669970169.0
1,600011.SH,20200819,20200819,20200630,65944735741.0,136127596771.0
2,600011.SH,20200422,20200422,20200331,61995781645.0,135896256901.0
3,600011.SH,20200422,20200422,20200331,61995781645.0,135896256901.0
4,600011.SH,20200401,20200401,20191231,60775091898.0,141620409777.0
5,600011.SH,20191023,20191023,20190930,60567101861.0,142280566438.0
6,600011.SH,20191023,20191023,20190930,60567101861.0,142280566438.0
7,600011.SH,20190731,20190731,20190630,60146362169.0,147350635545.0
8,600011.SH,20190731,20190731,20190630,60146362169.0,147350635545.0
9,600011.SH,20190426,20190426,20190331,61242234008.0,140647478888.0
10,600011.SH,20190320,20190320,20181231,61799067526.0,138206215991.0
11,600011.SH,20181024,20181024,20180930,53479862524.0,129130206113.0
12,600011.SH,20180801,20180801,20180630,56185714354.0,141276477059.0
13,600011.SH,20180425,20180425,20180331,55631362308.0,150285149037.0
14,600011.SH,20180314,20180314,20171231,48537710713.0,155950491611.0
15,600011.SH,20171025,20171025,20170930,53955962305.0,161180739111.0
16,600011.SH,20170802,20170802,20170630,50532702941.0,169497271117.0
17,600011.SH,20170426,20170426,20170331,45362037609.0,159579672907.0
18,600011.SH,20170322,20170322,20161231,36966615597.0,130196251233.0
