Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,002812.SZ,20201028,20201028,20200930,9514677393.6,4803212961.08
1,002812.SZ,20200825,20200825,20200630,5685263254.75,5020339238.81
2,002812.SZ,20200427,20200427,20200331,6242456130.01,5155323854.8
3,002812.SZ,20200427,20200427,20200331,6242456130.01,5155323854.8
4,002812.SZ,20200317,20200317,20191231,5023026799.69,4229322190.56
5,002812.SZ,20191023,20191023,20190930,4262595648.02,3549499478.51
6,002812.SZ,20190824,20190824,20190630,3376578220.81,3123052096.5
7,002812.SZ,20190430,20190430,20190331,3120829950.09,2654331980.28
8,002812.SZ,20190430,20190430,20190331,3120829950.09,2654331980.28
9,002812.SZ,20190426,20190426,20181231,2783225270.73,1997359082.98
10,002812.SZ,20181024,20181024,20180930,2518338695.38,1197670729.77
11,002812.SZ,20180823,20180823,20180630,1221654966.18,286267619.0
12,002812.SZ,20180424,20180424,20180331,1445051645.19,502748483.84
13,002812.SZ,20180307,20180307,20171231,1431732921.83,377037249.56
14,002812.SZ,20171020,20171020,20170930,1301134970.78,324202902.27
15,002812.SZ,20170810,20170810,20170630,1259975006.75,331485946.25
16,002812.SZ,20170422,20170422,20170331,1253372368.72,260935658.47
17,002812.SZ,20170331,20170331,20161231,1280107743.85,312706169.83
