Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,002410.SZ,20201029,20201029,20200930,4853641594.12,2173095549.78
1,002410.SZ,20200828,20200828,20200630,5574457634.33,2479785315.89
2,002410.SZ,20200424,20200424,20200331,2944442815.1,2447509688.61
3,002410.SZ,20200424,20200424,20200331,2944442815.1,2447509688.61
4,002410.SZ,20200326,20200326,20191231,2950454862.92,2809308719.73
5,002410.SZ,20191029,20191029,20190930,3175007426.23,2151156137.34
6,002410.SZ,20191029,20191029,20190930,3175007426.23,2151156137.34
7,002410.SZ,20190822,20190822,20190630,2612144031.32,1523322720.74
8,002410.SZ,20190822,20190822,20190630,2612144031.32,1523322720.74
9,002410.SZ,20190426,20190426,20190331,2556921877.28,1109895754.05
10,002410.SZ,20190426,20190426,20190331,2556921877.28,1109895754.05
11,002410.SZ,20190328,20190328,20181231,2770151370.63,1329495080.86
12,002410.SZ,20181026,20181026,20180930,2255120002.14,846481270.67
13,002410.SZ,20180816,20180816,20180630,2059343941.09,669890043.77
14,002410.SZ,20180421,20180421,20180331,2351490247.56,604045810.51
15,002410.SZ,20180329,20180329,20171231,2506947042.57,718712533.9
16,002410.SZ,20171030,20171030,20170930,2085020978.83,358725060.74
17,002410.SZ,20170825,20170825,20170630,2067818531.93,376290433.15
18,002410.SZ,20170427,20170427,20170331,2356756373.73,370455790.91
19,002410.SZ,20170331,20170331,20161231,2415601829.89,481940308.89
