Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,600048.SH,20201030,20201030,20200930,1049057908641.09,655853811187.06
1,600048.SH,20200825,20200825,20200630,997358834953.75,611751891206.33
2,600048.SH,20200430,20200430,20200331,962334051694.71,588394365686.52
3,600048.SH,20200430,20200430,20200331,962334051694.71,588394365686.52
4,600048.SH,20200416,20200416,20191231,936921965666.57,599700475026.32
5,600048.SH,20191026,20191026,20190930,896475790304.37,548739710543.28
6,600048.SH,20191026,20191026,20190930,896475790304.37,548739710543.28
7,600048.SH,20190813,20190813,20190630,854544738412.55,515111413612.11
8,600048.SH,20190427,20190427,20190331,823978202759.21,463583226813.91
9,600048.SH,20190416,20190416,20181231,766481496816.91,444896957286.29
10,600048.SH,20181030,20181030,20180930,794286887071.6,448067841411.57
11,600048.SH,20180814,20180814,20180630,756725056582.26,423982121841.48
12,600048.SH,20180427,20180427,20180331,710487377579.32,384798499325.19
13,600048.SH,20180417,20180417,20171231,646156927772.27,362950051111.94
14,600048.SH,20171027,20171027,20170930,585439027153.41,329010226533.14
15,600048.SH,20170830,20170830,20170630,536923856400.14,305366389056.47
16,600048.SH,20170429,20170429,20170331,478108181846.47,263711166081.23
17,600048.SH,20170418,20170418,20161231,435122033614.42,250795830847.5
