Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,601899.SH,20201020,20201020,20200930,34434991175.0,48023385545.0
1,601899.SH,20201020,20201020,20200930,34434991175.0,48023385545.0
2,601899.SH,20200822,20200822,20200630,35349416713.0,50072866114.0
3,601899.SH,20200822,20200822,20200630,35349416713.0,50072866114.0
4,601899.SH,20200429,20200429,20200331,32292564373.0,41065982924.0
5,601899.SH,20200429,20200429,20200331,32292564373.0,41065982924.0
6,601899.SH,20200321,20200321,20191231,28594396116.0,33362656029.0
7,601899.SH,20191030,20191030,20190930,29622544707.0,36825409757.0
8,601899.SH,20190830,20190830,20190630,29904846481.0,38000360414.0
9,601899.SH,20190430,20190430,20190331,29856618478.0,35050358781.0
10,601899.SH,20190323,20190323,20181231,30448688235.0,37223097530.0
11,601899.SH,20181027,20181027,20180930,27519254690.0,32113804201.0
12,601899.SH,20180825,20180825,20180630,29185062924.0,30118039642.0
13,601899.SH,20180825,20180825,20180630,29185062924.0,30118039642.0
14,601899.SH,20180425,20180425,20180331,29770289838.0,29684109561.0
15,601899.SH,20180324,20180324,20171231,28675010591.0,28793593015.0
16,601899.SH,20171026,20171026,20170930,29907747396.0,30938164170.0
17,601899.SH,20170819,20170819,20170630,31190156526.0,34356262378.0
18,601899.SH,20170429,20170429,20170331,27858983559.0,34368595006.0
19,601899.SH,20170325,20170325,20161231,24140208828.0,33851986645.0
