Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,600016.SH,20201031,20201031,20200930,,
1,600016.SH,20201031,20201031,20200930,,
2,600016.SH,20200829,20200829,20200630,,
3,600016.SH,20200430,20200430,20200331,,
4,600016.SH,20200331,20200331,20191231,,
5,600016.SH,20191031,20191031,20190930,,
6,600016.SH,20191031,20191031,20190930,,
7,600016.SH,20190831,20190831,20190630,,
8,600016.SH,20190831,20190831,20190630,,
9,600016.SH,20190430,20190430,20190331,,
10,600016.SH,20190430,20190430,20190331,,
11,600016.SH,20190330,20190330,20181231,,
12,600016.SH,20181031,20181031,20180930,,
13,600016.SH,20180831,20180831,20180630,,
14,600016.SH,20180428,20180428,20180331,,
15,600016.SH,20180330,20180330,20171231,,
16,600016.SH,20171031,20171031,20170930,,
17,600016.SH,20170829,20170829,20170630,,
18,600016.SH,20170427,20170427,20170331,,
19,600016.SH,20170331,20170331,20161231,,
