Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,600362.SH,20201031,20201031,20200930,93310918942.0,70268913304.0
1,600362.SH,20201031,20201031,20200930,93310918942.0,70268913304.0
2,600362.SH,20200829,20200829,20200630,100874020174.0,81771867381.0
3,600362.SH,20200429,20200429,20200331,88153455343.0,68832701303.0
4,600362.SH,20200429,20200429,20200331,88153455343.0,68832701303.0
5,600362.SH,20200331,20200331,20191231,84045022769.0,68383117510.0
6,600362.SH,20191030,20191030,20190930,92877384106.0,72014134698.0
7,600362.SH,20191030,20191030,20190930,92877384106.0,72014134699.0
8,600362.SH,20190830,20190830,20190630,92256783321.0,74529090346.0
9,600362.SH,20190830,20190830,20190630,92256783321.0,74529090346.0
10,600362.SH,20190430,20190430,20190331,74248127424.0,50375220585.0
11,600362.SH,20190430,20190430,20190331,74248127424.0,50375220585.0
12,600362.SH,20190328,20190328,20181231,69532258978.0,46138039608.0
13,600362.SH,20181030,20181030,20180930,74417149092.0,49557852603.0
14,600362.SH,20180829,20180829,20180630,67299808779.0,43930085595.0
15,600362.SH,20180428,20180428,20180331,60522688937.0,39601766949.0
16,600362.SH,20180329,20180329,20171231,63170808088.0,45930918650.0
17,600362.SH,20180329,20180329,20171231,63170808088.0,45930918650.0
18,600362.SH,20171027,20171027,20170930,65483149897.0,44880498938.0
19,600362.SH,20170830,20170830,20170630,63263498149.0,44040196844.0
20,600362.SH,20170429,20170429,20170331,56215073272.0,39147405094.0
21,600362.SH,20170330,20170330,20161231,53874166667.0,37339130186.0
