Unnamed: 0,ts_code,ann_date,f_ann_date,end_date,total_cur_assets,total_cur_liab
0,601318.SH,20210204,20210204,20201231,,
1,601318.SH,20201028,20201028,20200930,,
2,601318.SH,20200828,20200828,20200630,,
3,601318.SH,20200424,20200424,20200331,,
4,601318.SH,20200221,20200221,20191231,,
5,601318.SH,20200221,20200221,20191231,,
6,601318.SH,20191025,20191025,20190930,,
7,601318.SH,20191025,20191025,20190930,,
8,601318.SH,20190816,20190816,20190630,,
9,601318.SH,20190816,20190816,20190630,,
10,601318.SH,20190430,20190430,20190331,,
11,601318.SH,20190430,20190430,20190331,,
12,601318.SH,20190313,20190313,20181231,,
13,601318.SH,20181030,20181030,20180930,,
14,601318.SH,20180822,20180822,20180630,,
15,601318.SH,20180427,20180427,20180331,,
16,601318.SH,20180321,20180321,20171231,,
17,601318.SH,20171028,20171028,20170930,,
18,601318.SH,20170818,20170818,20170630,,
19,601318.SH,20170428,20170428,20170331,,
20,601318.SH,20170323,20170323,20161231,,
