Unnamed: 0,ts_code,trade_date,pe,pe_ttm,pb,total_mv
0,002027.SZ,20210305,82.7319,57.0949,10.2223,15514519.456
1,002027.SZ,20210304,83.045,57.3109,10.261,15573230.9771
2,002027.SZ,20210303,87.1933,60.1738,10.7735,16351158.6319
3,002027.SZ,20210302,85.941,59.3095,10.6188,16116312.5474
4,002027.SZ,20210301,89.7762,61.9563,11.0927,16835528.6812
5,002027.SZ,20210226,85.7062,59.1475,10.5898,16072278.9066
6,002027.SZ,20210225,87.6629,60.4979,10.8316,16439225.9136
7,002027.SZ,20210224,85.2366,58.8234,10.5318,15984211.6249
8,002027.SZ,20210223,87.6629,60.4979,10.8316,16439225.9136
9,002027.SZ,20210222,90.872,62.7125,11.2281,17041019.0051
10,002027.SZ,20210219,96.5075,66.6017,11.9244,18097826.3852
11,002027.SZ,20210218,100.7341,69.5185,12.4466,18890431.9204
12,002027.SZ,20210210,96.1944,66.3856,11.8857,18039114.8641
13,002027.SZ,20210209,95.0986,65.6294,11.7503,17833624.5402
14,002027.SZ,20210208,91.9678,63.4688,11.3635,17246509.329
15,002027.SZ,20210205,90.3241,62.3344,11.1604,16938273.8431
16,002027.SZ,20210204,86.8802,59.9577,10.7349,16292447.1108
17,002027.SZ,20210203,90.872,62.7125,11.2281,17041019.0051
18,002027.SZ,20210202,89.2283,61.5782,11.025,16732783.5192
19,002027.SZ,20210201,89.5414,61.7943,11.0637,16791495.0403
20,002027.SZ,20210129,85.0017,58.6613,10.5028,15940177.9841
21,002027.SZ,20210128,86.0975,59.4176,10.6382,16145668.308
22,002027.SZ,20210127,88.4456,61.038,10.9283,16586004.7164
23,002027.SZ,20210126,88.0543,60.768,10.8799,16512615.315
24,002027.SZ,20210125,95.3334,65.7914,11.7793,17877658.181
25,002027.SZ,20210122,91.1851,62.9286,11.2668,17099730.5262
26,002027.SZ,20210121,89.698,61.9023,11.083,16820850.8009
27,002027.SZ,20210120,92.2809,63.6848,11.4022,17305220.8501
28,002027.SZ,20210119,91.4199,63.0906,11.2958,17143764.167
29,002027.SZ,20210118,93.2201,64.333,11.5182,17481355.4135
30,002027.SZ,20210115,87.2716,60.2278,10.7832,16365836.5122
31,002027.SZ,20210114,85.3148,58.8774,10.5414,15998889.5052
32,002027.SZ,20210113,87.115,60.1198,10.7639,16336480.7516
33,002027.SZ,20210112,88.3674,60.984,10.9186,16571326.8361
34,002027.SZ,20210111,88.7587,61.2541,10.967,16644716.2375
35,002027.SZ,20210108,85.4714,58.9854,10.5608,16028245.2658
36,002027.SZ,20210107,83.2798,57.473,10.29,15617264.6179
37,002027.SZ,20210106,81.4013,56.1766,10.0579,15264995.4912
38,002027.SZ,20210105,77.253,53.3138,9.5453,14487067.8364
39,002027.SZ,20210104,78.5836,54.232,9.7097,14736591.8011
40,002027.SZ,20201231,77.253,53.3138,9.5453,14487067.8364
41,002027.SZ,20201230,75.9224,52.3955,9.3809,14237543.8716
42,002027.SZ,20201229,75.2962,51.9634,9.3035,14120120.8294
43,002027.SZ,20201228,75.0614,51.8013,9.2745,14076087.1885
44,002027.SZ,20201225,75.1397,51.8553,9.2842,14090765.0688
45,002027.SZ,20201224,76.5485,52.8276,9.4583,14354966.9138
46,002027.SZ,20201223,76.1572,52.5575,9.4099,14281577.5124
47,002027.SZ,20201222,75.3745,52.0174,9.3132,14134798.7096
48,002027.SZ,20201221,77.6443,53.5838,9.5937,14560457.2378
49,002027.SZ,20201218,80.5403,55.5824,9.9515,15103538.8081
50,002027.SZ,20201217,73.1829,50.5049,9.0424,13723818.0618
51,002027.SZ,20201216,74.7483,51.5852,9.2359,14017375.6674
52,002027.SZ,20201215,77.9574,53.7999,9.6324,14619168.7589
53,002027.SZ,20201214,73.7308,50.883,9.1101,13826563.2238
54,002027.SZ,20201211,73.8091,50.9371,9.1198,13841241.104
55,002027.SZ,20201210,82.0275,56.6087,10.1353,15382418.5334
56,002027.SZ,20201209,79.7576,55.0423,9.8548,14956760.0053
57,002027.SZ,20201208,81.0882,55.9605,10.0192,15206283.9701
58,002027.SZ,20201207,80.6186,55.6364,9.9612,15118216.6884
59,002027.SZ,20201204,80.4621,55.5284,9.9418,15088860.9278
60,002027.SZ,20201203,80.7751,55.7445,9.9805,15147572.449
61,002027.SZ,20201202,81.5578,56.2846,10.0772,15294351.2518
62,002027.SZ,20201201,80.149,55.3123,9.9032,15030149.4067
63,002027.SZ,20201130,75.9224,52.3955,9.3809,14237543.8716
64,002027.SZ,20201127,73.8873,50.9911,9.1295,13855918.9843
65,002027.SZ,20201126,73.6525,50.829,9.1005,13811885.3435
66,002027.SZ,20201125,72.7133,50.1808,8.9844,13635750.7801
67,002027.SZ,20201124,72.4002,49.9648,8.9457,13577039.259
68,002027.SZ,20201123,74.2787,51.2611,9.1778,13929308.3857
69,002027.SZ,20201120,76.0006,52.4495,9.3906,14252221.7519
70,002027.SZ,20201119,74.1221,51.1531,9.1585,13899952.6252
71,002027.SZ,20201118,75.2179,51.9093,9.2939,14105442.9491
72,002027.SZ,20201117,74.9048,51.6933,9.2552,14046731.428
73,002027.SZ,20201116,74.9048,51.6933,9.2552,14046731.428
74,002027.SZ,20201113,74.357,51.3152,9.1875,13943986.266
75,002027.SZ,20201112,75.6876,52.2334,9.3519,14193510.2308
76,002027.SZ,20201111,76.1572,52.5575,9.4099,14281577.5124
77,002027.SZ,20201110,77.253,53.3138,9.5453,14487067.8364
78,002027.SZ,20201109,76.9399,53.0977,9.5066,14428356.3152
79,002027.SZ,20201106,79.3663,54.7722,9.8064,14883370.6039
80,002027.SZ,20201105,79.0532,54.5561,9.7678,14824659.0828
81,002027.SZ,20201104,75.0614,51.8013,9.2745,14076087.1885
82,002027.SZ,20201103,75.3745,52.0174,9.3132,14134798.7096
83,002027.SZ,20201102,75.4527,52.0714,9.3229,14149476.5899
84,002027.SZ,20201030,73.1046,50.4509,9.0328,13709140.1815
85,002027.SZ,20201029,76.9399,53.0977,9.5066,14428356.3152
86,002027.SZ,20201028,78.2705,54.016,9.671,14677880.28
87,002027.SZ,20201027,74.5918,51.4772,9.2165,13988019.9068
88,002027.SZ,20201026,76.0789,52.5035,9.4003,14266899.6322
89,002027.SZ,20201023,72.3219,49.9107,8.936,13562361.3787
90,002027.SZ,20201022,71.6958,69.9983,9.8502,13444938.3365
91,002027.SZ,20201021,74.9048,73.1314,10.2911,14046731.428
92,002027.SZ,20201020,73.1829,71.4502,10.0545,13723818.0618
93,002027.SZ,20201019,72.1654,70.4568,9.9147,13533005.6182
94,002027.SZ,20201016,73.1829,71.4502,10.0545,13723818.0618
95,002027.SZ,20201015,71.8523,70.1511,9.8717,13474294.097
96,002027.SZ,20201014,73.496,71.7559,10.0975,13782529.5829
97,002027.SZ,20201013,70.2086,68.5464,9.6459,13166058.6112
98,002027.SZ,20201012,65.8255,64.267,9.0437,12344097.3155
99,002027.SZ,20201009,63.0077,61.516,8.6566,11815693.6254
100,002027.SZ,20200930,63.1643,61.6688,8.6781,11845049.386
101,002027.SZ,20200929,62.5381,61.0575,8.592,11727626.3437
102,002027.SZ,20200928,61.2075,59.7584,8.4092,11478102.379
103,002027.SZ,20200925,61.5206,60.0641,8.4522,11536813.9001
104,002027.SZ,20200924,58.9377,57.5423,8.0974,11052443.8508
105,002027.SZ,20200923,61.8337,60.3697,8.4953,11595525.4212
106,002027.SZ,20200922,61.2858,59.8348,8.42,11492780.2592
107,002027.SZ,20200921,60.9727,59.5291,8.377,11434068.7381
108,002027.SZ,20200918,62.4598,60.9811,8.5813,11712948.4634
109,002027.SZ,20200917,59.7204,58.3065,8.2049,11199222.6536
110,002027.SZ,20200916,58.8594,57.4659,8.0866,11037765.9706
111,002027.SZ,20200915,59.2508,57.8479,8.1404,11111155.372
112,002027.SZ,20200914,56.8244,55.479,7.807,10656141.0833
113,002027.SZ,20200911,56.9026,55.5554,7.8178,10670818.9636
114,002027.SZ,20200910,54.0066,52.728,7.4199,10127737.3932
115,002027.SZ,20200909,54.4763,53.1865,7.4844,10215804.6749
116,002027.SZ,20200908,58.468,57.0838,8.0329,10964376.5692
117,002027.SZ,20200907,57.6853,56.3196,7.9253,10817597.7664
118,002027.SZ,20200904,56.6678,55.3262,7.7855,10626785.3227
119,002027.SZ,20200903,57.294,55.9375,7.8715,10744208.365
120,002027.SZ,20200902,58.7029,57.313,8.0651,11008410.21
121,002027.SZ,20200901,57.9202,56.5489,7.9576,10861631.4072
122,002027.SZ,20200831,59.0159,57.6187,8.1081,11067121.7311
123,002027.SZ,20200828,59.6421,58.23,8.1942,11184544.7734
124,002027.SZ,20200827,58.468,57.0838,8.0329,10964376.5692
125,002027.SZ,20200826,60.0335,58.6121,8.2479,11257934.1748
126,002027.SZ,20200825,60.7379,59.2999,8.3447,11390035.0973
127,002027.SZ,20200824,60.3465,58.9178,8.2909,11316645.6959
128,002027.SZ,20200821,54.8676,53.5686,7.5382,10289194.0763
129,002027.SZ,20200820,49.8583,59.4475,7.2671,9349809.7384
130,002027.SZ,20200819,50.7193,60.474,7.3926,9511266.4214
131,002027.SZ,20200818,51.7368,61.6872,7.5409,9702078.8651
132,002027.SZ,20200817,52.676,62.8071,7.6778,9878213.4284
133,002027.SZ,20200814,47.9015,57.1144,6.9819,8982862.7314
134,002027.SZ,20200813,46.5709,55.5278,6.788,8733338.7666
135,002027.SZ,20200812,47.1188,56.1811,6.8678,8836083.9286
136,002027.SZ,20200811,47.5885,56.7411,6.9363,8924151.2102
137,002027.SZ,20200810,47.9798,57.2077,6.9933,8997540.6116
138,002027.SZ,20200807,45.5534,54.3146,6.6397,8542526.323
139,002027.SZ,20200806,46.023,54.8746,6.7081,8630593.6046
140,002027.SZ,20200805,47.3536,56.4611,6.9021,8880117.5694
141,002027.SZ,20200804,46.6492,55.6212,6.7994,8748016.6469
142,002027.SZ,20200803,47.1188,56.1811,6.8678,8836083.9286
143,002027.SZ,20200731,47.4319,56.5544,6.9135,8894795.4497
144,002027.SZ,20200730,48.4494,57.7676,7.0618,9085607.8933
145,002027.SZ,20200729,49.0756,58.5142,7.153,9203030.9356
146,002027.SZ,20200728,48.2929,57.581,7.039,9056252.1328
147,002027.SZ,20200727,46.5709,55.5278,6.788,8733338.7666
148,002027.SZ,20200724,46.8057,55.8078,6.8222,8777372.4074
149,002027.SZ,20200723,49.4669,58.9808,7.2101,9276420.337
150,002027.SZ,20200722,49.1539,58.6075,7.1645,9217708.8158
151,002027.SZ,20200721,47.5102,56.6477,6.9249,8909473.33
152,002027.SZ,20200720,47.3536,56.4611,6.9021,8880117.5694
153,002027.SZ,20200717,44.3011,52.8214,6.4571,8307680.2385
154,002027.SZ,20200716,45.0838,53.7547,6.5712,8454459.0413
155,002027.SZ,20200715,45.8665,54.6879,6.6853,8601237.8441
156,002027.SZ,20200714,45.71,54.5013,6.6625,8571882.0835
157,002027.SZ,20200713,47.2754,56.3678,6.8906,8865439.6891
158,002027.SZ,20200710,47.1188,56.1811,6.8678,8836083.9286
159,002027.SZ,20200709,47.6667,56.8344,6.9477,8938829.0905
160,002027.SZ,20200708,46.4144,55.3412,6.7652,8703983.006
161,002027.SZ,20200707,46.023,54.8746,6.7081,8630593.6046
162,002027.SZ,20200706,47.3536,56.4611,6.3995,8880117.5694
163,002027.SZ,20200703,44.4576,53.0081,6.0081,8337035.999
164,002027.SZ,20200702,45.1621,53.848,6.1033,8469136.9216
165,002027.SZ,20200701,45.3186,54.0347,6.1245,8498492.6821
166,002027.SZ,20200630,43.5967,51.9815,5.8918,8175579.316
167,002027.SZ,20200629,42.4226,50.5817,5.7331,7955411.1118
168,002027.SZ,20200624,43.4401,51.7949,5.8706,8146223.5554
169,002027.SZ,20200623,43.5184,51.8882,5.8812,8160901.4357
170,002027.SZ,20200622,41.8747,49.9284,5.659,7852665.9498
171,002027.SZ,20200619,40.6224,48.4352,5.4898,7617819.8653
172,002027.SZ,20200618,40.9355,48.8085,5.5321,7676531.3864
173,002027.SZ,20200617,40.8572,48.7152,5.5215,7661853.5062
174,002027.SZ,20200616,41.092,48.9952,5.5533,7705887.147
175,002027.SZ,20200615,39.8397,47.502,5.384,7471041.0625
176,002027.SZ,20200612,41.1703,49.0885,5.5638,7720565.0273
177,002027.SZ,20200611,40.7006,48.5285,5.5004,7632497.7456
178,002027.SZ,20200610,41.4051,49.3685,5.5956,7764598.6681
179,002027.SZ,20200609,42.4226,50.5817,5.7331,7955411.1118
180,002027.SZ,20200608,42.1095,50.2084,5.6908,7896699.5906
181,002027.SZ,20200605,42.8922,51.1416,5.7966,8043478.3934
182,002027.SZ,20200604,41.5616,49.5551,5.6167,7793954.4287
183,002027.SZ,20200603,40.5441,48.3419,5.4792,7603141.985
184,002027.SZ,20200602,39.3701,46.942,5.3206,7382973.7808
185,002027.SZ,20200601,40.0745,47.7819,5.4158,7515074.7034
186,002027.SZ,20200529,38.6656,46.1021,5.2254,7250872.8583
187,002027.SZ,20200528,38.196,45.5422,5.1619,7162805.5766
188,002027.SZ,20200527,38.4308,45.8221,5.1936,7206839.2175
189,002027.SZ,20200526,39.1352,46.6621,5.2888,7338940.14
190,002027.SZ,20200525,36.9437,44.049,4.9927,6927959.4922
191,002027.SZ,20200522,37.2567,44.4223,5.035,6986671.0133
192,002027.SZ,20200521,38.2743,45.6355,5.1725,7177483.4569
193,002027.SZ,20200520,38.9004,46.3821,5.2571,7294906.4992
194,002027.SZ,20200519,38.0395,45.3555,5.1407,7133449.8161
195,002027.SZ,20200518,38.196,45.5422,5.1619,7162805.5766
196,002027.SZ,20200515,38.4308,45.8221,5.1936,7206839.2175
