Unnamed: 0,ts_code,trade_date,pe,pe_ttm,pb,total_mv
0,601236.SH,20210305,62.8602,42.7279,3.7782,5264804.4188
1,601236.SH,20210304,61.0816,41.5189,3.6713,5115834.7976
2,601236.SH,20210303,62.7735,42.6689,3.773,5257537.608
3,601236.SH,20210302,62.383,42.4035,3.7496,5224836.9594
4,601236.SH,20210301,62.4698,42.4625,3.7548,5232103.7702
5,601236.SH,20210226,62.6867,42.61,3.7678,5250270.7972
6,601236.SH,20210225,62.947,42.7869,3.7835,5272071.2296
7,601236.SH,20210224,62.7735,42.6689,3.773,5257537.608
8,601236.SH,20210223,62.5999,42.551,3.7626,5243003.9864
9,601236.SH,20210222,63.1639,42.9343,3.7965,5290238.2566
10,601236.SH,20210219,64.0749,43.5536,3.8513,5366539.7699
11,601236.SH,20210218,62.2095,42.2856,3.7391,5210303.3379
12,601236.SH,20210210,61.6022,41.8728,3.7026,5159435.6623
13,601236.SH,20210209,60.7345,41.283,3.6505,5086767.5544
14,601236.SH,20210208,58.9993,40.1035,3.5462,4941431.3386
15,601236.SH,20210205,58.9993,40.1035,3.5462,4941431.3386
16,601236.SH,20210204,60.9081,41.401,3.6609,5101301.176
17,601236.SH,20210203,63.4242,43.1113,3.8121,5312038.689
18,601236.SH,20210202,65.0293,44.2023,3.9086,5446474.6886
19,601236.SH,20210201,64.422,43.7895,3.8721,5395607.0131
20,601236.SH,20210129,65.0293,44.2023,3.9086,5446474.6886
21,601236.SH,20210128,66.808,45.4113,4.0155,5595444.3098
22,601236.SH,20210127,66.9815,45.5293,4.026,5609977.9314
23,601236.SH,20210126,68.0227,46.237,4.0885,5697179.6609
24,601236.SH,20210125,69.6712,47.3575,4.1876,5835249.066
25,601236.SH,20210122,70.2351,47.7409,4.2215,5882483.3361
26,601236.SH,20210121,70.9726,48.2421,4.2658,5944251.2279
27,601236.SH,20210120,70.4521,47.8883,4.2346,5900650.3631
28,601236.SH,20210119,71.2763,48.4486,4.2841,5969685.0656
29,601236.SH,20210118,70.1484,47.6819,4.2163,5875216.5253
30,601236.SH,20210115,70.5822,47.9768,4.2424,5911550.5793
31,601236.SH,20210114,75.3108,51.1909,4.5266,6307591.7675
32,601236.SH,20210113,75.5277,51.3384,4.5396,6325758.7944
33,601236.SH,20210112,78.5644,53.4025,4.7222,6580097.1722
34,601236.SH,20210111,76.1351,51.7512,4.5761,6376626.47
35,601236.SH,20210108,77.827,52.9012,4.6778,6518329.2804
36,601236.SH,20210107,77.4799,52.6653,4.657,6489262.0373
37,601236.SH,20210106,78.8681,53.6089,4.7404,6605531.0099
38,601236.SH,20210105,77.9137,52.9602,4.683,6525596.0912
39,601236.SH,20210104,78.9115,53.6384,4.743,6609164.4153
40,601236.SH,20201231,80.6468,54.8179,4.8473,6754500.6312
41,601236.SH,20201230,78.8681,53.6089,4.7404,6605531.0099
42,601236.SH,20201229,78.5211,53.373,4.7195,6576463.7668
43,601236.SH,20201228,73.055,49.6576,4.391,6118654.6869
44,601236.SH,20201225,74.6601,50.7486,4.4875,6253090.6865
45,601236.SH,20201224,74.1829,50.4242,4.4588,6213123.2272
46,601236.SH,20201223,75.7446,51.4858,4.5527,6343925.8214
47,601236.SH,20201222,68.8469,46.7972,4.1381,5766214.3635
48,601236.SH,20201221,72.3175,49.1563,4.3467,6056886.7951
49,601236.SH,20201218,72.4476,49.2447,4.3545,6067787.0113
50,601236.SH,20201217,73.7925,50.1589,4.4353,6180422.5786
51,601236.SH,20201216,71.0594,48.3011,4.2711,5951518.0386
52,601236.SH,20201215,72.7513,49.4511,4.3727,6093220.8491
53,601236.SH,20201214,73.7057,50.0999,4.4301,6173155.7678
54,601236.SH,20201211,76.3954,51.9281,4.5918,6398426.9024
55,601236.SH,20201210,72.9682,49.5986,4.3858,6111387.8761
56,601236.SH,20201209,70.669,48.0357,4.2476,5918817.3901
57,601236.SH,20201208,72.1439,49.0383,4.3362,6042353.1735
58,601236.SH,20201207,74.2263,50.4537,4.4614,6216756.6326
59,601236.SH,20201204,75.1807,51.1025,4.5188,6296691.5513
60,601236.SH,20201203,76.6123,52.0756,4.6048,6416593.9293
61,601236.SH,20201202,76.5255,52.0166,4.5996,6409327.1185
62,601236.SH,20201201,75.0505,51.014,4.5109,6285791.3351
63,601236.SH,20201130,73.3153,49.8345,4.4066,6140455.1192
64,601236.SH,20201127,72.2307,49.0973,4.3415,6049619.9843
65,601236.SH,20201126,71.7101,48.7434,4.3102,6006019.1196
66,601236.SH,20201125,74.4432,50.6012,4.4744,6234923.6595
67,601236.SH,20201124,75.9182,51.6038,4.5631,6358459.443
68,601236.SH,20201123,77.4799,52.6653,4.657,6489262.0373
69,601236.SH,20201120,76.5689,52.0461,4.6022,6412960.5239
70,601236.SH,20201119,76.7858,52.1935,4.6152,6431127.5509
71,601236.SH,20201118,76.7858,52.1935,4.6152,6431127.5509
72,601236.SH,20201117,76.352,51.8986,4.5892,6394793.497
73,601236.SH,20201116,77.0895,52.3999,4.6335,6456561.3887
74,601236.SH,20201113,76.9593,52.3115,4.6257,6445661.1725
75,601236.SH,20201112,76.7424,52.164,4.6126,6427494.1455
76,601236.SH,20201111,77.3064,52.5474,4.6465,6474728.4157
77,601236.SH,20201110,79.085,53.7564,4.7534,6623698.0369
78,601236.SH,20201109,80.2563,54.5526,4.8238,6721799.9826
79,601236.SH,20201106,76.8726,52.2525,4.6205,6438394.3617
80,601236.SH,20201105,77.6101,52.7538,4.6648,6500162.2534
81,601236.SH,20201104,77.4365,52.6358,4.6544,6485628.6319
82,601236.SH,20201103,76.8726,52.2525,4.6205,6438394.3617
83,601236.SH,20201102,75.3976,51.2499,4.5318,6314858.5782
84,601236.SH,20201030,75.0071,50.9845,4.5083,6282157.9297
85,601236.SH,20201029,77.7402,52.8423,4.6726,6511062.4696
86,601236.SH,20201028,77.7402,52.8423,4.6726,6511062.4696
87,601236.SH,20201027,75.1373,47.4722,4.5628,6293058.1459
88,601236.SH,20201026,75.5711,47.7463,4.5891,6329392.1998
89,601236.SH,20201023,77.6101,49.0345,4.7129,6500162.2534
90,601236.SH,20201022,79.6056,50.2953,4.8341,6667298.9017
91,601236.SH,20201021,78.9549,49.8842,4.7946,6612797.8207
92,601236.SH,20201020,79.9093,50.4872,4.8526,6692732.7394
93,601236.SH,20201019,80.6034,50.9257,4.8947,6750867.2258
94,601236.SH,20201016,81.6012,51.5561,4.9553,6834435.5499
95,601236.SH,20201015,81.3409,51.3917,4.9395,6812635.1175
96,601236.SH,20201014,81.2541,51.3369,4.9342,6805368.3067
97,601236.SH,20201013,82.2953,51.9947,4.9975,6892570.0362
98,601236.SH,20201012,83.1629,52.5429,5.0501,6965238.1441
99,601236.SH,20201009,80.6902,50.9806,4.9,6758134.0366
100,601236.SH,20200930,79.3453,50.1309,4.8183,6645498.4693
101,601236.SH,20200929,80.4299,50.8161,4.8842,6736333.6042
102,601236.SH,20200928,80.4299,50.8161,4.8842,6736333.6042
103,601236.SH,20200925,80.213,50.6791,4.871,6718166.5772
104,601236.SH,20200924,79.1718,50.0212,4.8078,6630964.8477
105,601236.SH,20200923,80.2563,50.7065,4.8736,6721799.9826
106,601236.SH,20200922,81.2541,51.3369,4.9342,6805368.3067
107,601236.SH,20200921,81.471,51.4739,4.9474,6823535.3337
108,601236.SH,20200918,82.1651,51.9125,4.9895,6881669.82
109,601236.SH,20200917,78.0439,49.3086,4.7393,6536496.3074
110,601236.SH,20200916,78.5644,49.6375,4.7709,6580097.1722
111,601236.SH,20200915,78.738,49.7472,4.7814,6594630.7937
112,601236.SH,20200914,78.8247,49.802,4.7867,6601897.6045
113,601236.SH,20200911,78.4343,49.5553,4.763,6569196.956
114,601236.SH,20200910,77.2196,48.7878,4.6892,6467461.6049
115,601236.SH,20200909,77.9571,49.2538,4.734,6529229.4966
116,601236.SH,20200908,81.3843,51.4191,4.9421,6816268.5229
117,601236.SH,20200907,84.421,53.3377,5.1265,7070606.9006
118,601236.SH,20200904,88.0651,55.6401,5.3478,7375812.9539
119,601236.SH,20200903,89.0628,56.2705,5.4084,7459381.278
120,601236.SH,20200902,90.2775,57.0379,5.4822,7561116.6291
121,601236.SH,20200901,90.7547,57.3394,5.5112,7601084.0884
122,601236.SH,20200831,90.2775,57.0379,5.4822,7561116.6291
123,601236.SH,20200828,90.9716,57.4765,5.5243,7619251.1154
124,601236.SH,20200827,89.3665,56.4623,5.4269,7484815.1158
