Unnamed: 0,ts_code,trade_date,pe,pe_ttm,pb,total_mv
0,601319.SH,20210305,12.1216,13.7354,1.384,27153530.218
1,601319.SH,20210304,12.1216,13.7354,1.384,27153530.218
2,601319.SH,20210303,12.2005,13.8249,1.393,27330426.1803
3,601319.SH,20210302,12.0229,13.6236,1.3727,26932410.265
4,601319.SH,20210301,12.1018,13.713,1.3817,27109306.2274
5,601319.SH,20210226,12.1018,13.713,1.3817,27109306.2274
6,601319.SH,20210225,12.3387,13.9815,1.4088,27639994.1144
7,601319.SH,20210224,12.0623,13.6683,1.3772,27020858.2462
8,601319.SH,20210223,12.2005,13.8249,1.393,27330426.1803
9,601319.SH,20210222,12.1413,13.7578,1.3862,27197754.2085
10,601319.SH,20210219,12.2005,13.8249,1.393,27330426.1803
11,601319.SH,20210218,12.0229,13.6236,1.3727,26932410.265
12,601319.SH,20210210,11.7662,13.3327,1.3434,26357498.3875
13,601319.SH,20210209,11.707,13.2656,1.3367,26224826.4157
14,601319.SH,20210208,11.6083,13.1538,1.3254,26003706.4628
15,601319.SH,20210205,11.707,13.2656,1.3367,26224826.4157
16,601319.SH,20210204,11.6478,13.1985,1.3299,26092154.444
17,601319.SH,20210203,11.6675,13.2209,1.3321,26136378.4346
18,601319.SH,20210202,11.8452,13.4222,1.3524,26534394.3498
19,601319.SH,20210201,11.8254,13.3999,1.3502,26490170.3592
20,601319.SH,20210129,11.9044,13.4893,1.3592,26667066.3215
21,601319.SH,20210128,12.0031,13.6012,1.3705,26888186.2745
22,601319.SH,20210127,12.1611,13.7801,1.3885,27241978.1991
23,601319.SH,20210126,12.1216,13.7354,1.384,27153530.218
24,601319.SH,20210125,12.1611,13.7801,1.3885,27241978.1991
25,601319.SH,20210122,12.2992,13.9367,1.4043,27551546.1332
26,601319.SH,20210121,12.5362,14.2052,1.4313,28082234.0202
27,601319.SH,20210120,12.5164,14.1828,1.4291,28038010.0296
28,601319.SH,20210119,12.6151,14.2947,1.4403,28259129.9825
29,601319.SH,20210118,12.6941,14.3841,1.4494,28436025.9449
30,601319.SH,20210115,12.8323,14.5407,1.4651,28745593.879
31,601319.SH,20210114,12.6546,14.3394,1.4448,28347577.9637
32,601319.SH,20210113,12.5559,14.2276,1.4336,28126458.0108
33,601319.SH,20210112,12.7336,14.4289,1.4539,28524473.926
34,601319.SH,20210111,12.4177,14.071,1.4178,27816890.0767
35,601319.SH,20210108,12.5954,14.2723,1.4381,28214905.992
36,601319.SH,20210107,12.7336,14.4289,1.4539,28524473.926
37,601319.SH,20210106,12.8718,14.5855,1.4696,28834041.8601
38,601319.SH,20210105,12.7138,14.4065,1.4516,28480249.9355
39,601319.SH,20210104,12.8323,14.5407,1.4651,28745593.879
40,601319.SH,20201231,12.9705,14.6973,1.4809,29055161.813
41,601319.SH,20201230,12.6151,14.2947,1.4403,28259129.9825
42,601319.SH,20201229,12.5954,14.2723,1.4381,28214905.992
43,601319.SH,20201228,12.5559,14.2276,1.4336,28126458.0108
44,601319.SH,20201225,12.5559,14.2276,1.4336,28126458.0108
45,601319.SH,20201224,12.5362,14.2052,1.4313,28082234.0202
