Unnamed: 0,ts_code,trade_date,pe,pe_ttm,pb,total_mv
0,000651.SZ,20210305,14.1596,21.4828,3.2132,34969443.5938
1,000651.SZ,20210304,14.335,21.7489,3.253,35402576.217
2,000651.SZ,20210303,14.6638,22.2478,3.3276,36214699.8856
3,000651.SZ,20210302,14.7759,22.4178,3.3531,36491423.5059
4,000651.SZ,20210301,14.7198,22.3328,3.3403,36353061.6958
5,000651.SZ,20210226,14.3715,21.8043,3.2613,35492812.1802
6,000651.SZ,20210225,14.5786,22.1185,3.3083,36004149.3048
7,000651.SZ,20210224,13.9525,21.1687,3.1662,34458106.4692
8,000651.SZ,20210223,13.8965,21.0837,3.1535,34319744.659
9,000651.SZ,20210222,14.2448,21.6122,3.2325,35179994.1745
10,000651.SZ,20210219,14.866,22.5546,3.3735,36714005.5484
11,000651.SZ,20210218,14.7296,22.3476,3.3425,36377124.6193
12,000651.SZ,20210210,14.7345,22.355,3.3437,36389156.081
13,000651.SZ,20210209,14.3788,21.8154,3.263,35510859.3728
14,000651.SZ,20210208,14.3325,21.7452,3.2524,35396560.4862
15,000651.SZ,20210205,14.3569,21.7822,3.258,35456717.7949
16,000651.SZ,20210204,14.2716,21.6528,3.2386,35246167.2142
17,000651.SZ,20210203,14.3277,21.7378,3.2513,35384529.0244
18,000651.SZ,20210202,14.525,22.0372,3.2961,35871803.2255
19,000651.SZ,20210201,13.7455,20.8546,3.1192,33946769.3446
20,000651.SZ,20210129,13.7138,20.8065,3.112,33868564.8431
21,000651.SZ,20210128,13.955,21.1724,3.1668,34464122.2001
22,000651.SZ,20210127,14.4714,21.9559,3.284,35739457.1462
23,000651.SZ,20210126,14.3715,21.8043,3.2613,35492812.1802
24,000651.SZ,20210125,14.62,22.1813,3.3177,36106416.7298
25,000651.SZ,20210122,14.6711,22.2589,3.3293,36232747.0782
26,000651.SZ,20210121,14.9464,22.6765,3.3917,36912524.6674
27,000651.SZ,20210120,14.8587,22.5435,3.3718,36695958.3558
28,000651.SZ,20210119,15.3264,23.253,3.478,37850978.6844
29,000651.SZ,20210118,15.531,23.5635,3.5244,38356300.0781
30,000651.SZ,20210115,15.4433,23.4304,3.5045,38139733.7665
31,000651.SZ,20210114,15.3751,23.3269,3.489,37971293.3019
32,000651.SZ,20210113,15.8135,23.9922,3.5885,39054124.86
33,000651.SZ,20210112,15.5066,23.5265,3.5189,38296142.7693
34,000651.SZ,20210111,15.2119,23.0793,3.452,37568239.3331
35,000651.SZ,20210108,15.7599,23.9109,3.5764,38921778.7807
36,000651.SZ,20210107,15.7599,23.9109,3.5764,38921778.7807
37,000651.SZ,20210106,15.6065,23.678,3.5415,38542787.7353
38,000651.SZ,20210105,15.8964,24.1178,3.6073,39258659.7098
39,000651.SZ,20210104,15.3215,23.2456,3.4769,37838947.2226
40,000651.SZ,20201231,15.0877,22.8909,3.4238,37261437.0583
41,000651.SZ,20201230,14.9245,22.6433,3.3868,36858383.0895
42,000651.SZ,20201229,14.827,22.4954,3.3647,36617753.8544
43,000651.SZ,20201228,14.7612,22.3956,3.3497,36455329.1207
44,000651.SZ,20201225,14.4227,21.8819,3.2729,35619142.5286
45,000651.SZ,20201224,14.6297,22.1961,3.3199,36130479.6533
46,000651.SZ,20201223,14.6516,22.2293,3.3249,36184621.2312
47,000651.SZ,20201222,14.6419,22.2146,3.3226,36160558.3077
48,000651.SZ,20201221,14.7856,22.4326,3.3553,36515486.4295
49,000651.SZ,20201218,14.9488,22.6802,3.3923,36918540.3983
50,000651.SZ,20201217,15.0073,22.7689,3.4056,37062917.9394
51,000651.SZ,20201216,14.866,22.5546,3.3735,36714005.5484
52,000651.SZ,20201215,14.8562,22.5398,3.3713,36689942.6249
53,000651.SZ,20201214,15.2874,23.1939,3.4691,37754726.9903
54,000651.SZ,20201211,15.5407,23.5783,3.5266,38380363.0016
55,000651.SZ,20201210,15.3044,23.2198,3.473,37796837.1065
56,000651.SZ,20201209,15.2509,23.1385,3.4608,37664491.0272
57,000651.SZ,20201208,15.9938,24.2656,3.6294,39499288.9449
58,000651.SZ,20201207,16.5638,25.1304,3.7588,40906969.9704
59,000651.SZ,20201204,16.8074,25.5,3.8141,41508543.0582
60,000651.SZ,20201203,16.6856,25.3152,3.7864,41207756.5143
61,000651.SZ,20201202,16.9365,25.6959,3.8434,41827376.7947
62,000651.SZ,20201201,16.3689,24.8348,3.7146,40425711.5002
63,000651.SZ,20201130,16.2325,24.6278,3.6836,40088830.571
64,000651.SZ,20201127,16.2374,24.6352,3.6847,40100862.0327
65,000651.SZ,20201126,16.1862,24.5576,3.6731,39974531.6843
66,000651.SZ,20201125,16.2788,24.698,3.6941,40203129.4577
67,000651.SZ,20201124,16.2715,24.6869,3.6924,40185082.265
68,000651.SZ,20201123,16.6247,25.2228,3.7726,41057363.2424
69,000651.SZ,20201120,16.5394,25.0935,3.7533,40846812.6616
70,000651.SZ,20201119,16.5394,25.0935,3.7533,40846812.6616
71,000651.SZ,20201118,16.2447,24.6463,3.6864,40118909.2254
72,000651.SZ,20201117,16.6612,25.2782,3.7809,41147599.2055
73,000651.SZ,20201116,16.2715,24.6869,3.6924,40185082.265
74,000651.SZ,20201113,16.1399,24.4874,3.6626,39860232.7976
75,000651.SZ,20201112,16.1667,24.528,3.6687,39926405.8373
76,000651.SZ,20201111,16.0303,24.3211,3.45,39589524.9081
77,000651.SZ,20201110,16.0425,24.3396,3.4526,39619603.5625
78,000651.SZ,20201109,16.4542,24.9641,3.5412,40636262.0809
79,000651.SZ,20201106,16.1692,24.5317,3.4799,39932421.5682
80,000651.SZ,20201105,15.2971,23.2087,3.2922,37778789.9138
81,000651.SZ,20201104,15.1461,22.9796,3.2597,37405814.5994
82,000651.SZ,20201103,14.6224,22.185,3.147,36112432.4606
83,000651.SZ,20201102,14.6614,22.2441,3.1554,36208684.1547
84,000651.SZ,20201030,14.2327,20.3078,3.0938,35149915.5202
85,000651.SZ,20201029,14.0378,20.0297,3.0515,34668657.0499
86,000651.SZ,20201028,13.9477,19.9012,3.0319,34446075.0074
87,000651.SZ,20201027,13.9404,19.8907,3.0303,34428027.8148
88,000651.SZ,20201026,14.1742,20.2244,3.0811,35005537.9791
89,000651.SZ,20201023,14.2059,20.2696,3.088,35083742.4805
90,000651.SZ,20201022,14.2741,20.3669,3.1028,35252182.9451
91,000651.SZ,20201021,14.1279,20.1583,3.0711,34891239.0924
92,000651.SZ,20201020,14.0427,20.0367,3.0525,34680688.5117
93,000651.SZ,20201019,13.9452,19.8977,3.0314,34440059.2766
94,000651.SZ,20201016,14.0549,20.0541,3.0552,34710767.1661
95,000651.SZ,20201015,14.1133,20.1375,3.0679,34855144.7071
96,000651.SZ,20201014,14.0305,20.0193,3.0499,34650609.8573
97,000651.SZ,20201013,13.6188,19.4319,2.9604,33633951.3389
98,000651.SZ,20201012,13.5969,19.4007,2.9556,33579809.761
99,000651.SZ,20201009,13.3363,19.0288,2.899,32936126.5571
100,000651.SZ,20200930,12.9831,18.5248,2.8222,32063845.5797
101,000651.SZ,20200929,12.9246,18.4414,2.8095,31919468.0387
102,000651.SZ,20200928,12.9149,18.4275,2.8074,31895405.1152
103,000651.SZ,20200925,13.1804,18.8063,2.8651,32551119.7809
104,000651.SZ,20200924,13.234,18.8828,2.8767,32683465.8602
105,000651.SZ,20200923,13.5214,19.2929,2.9392,33393322.1038
106,000651.SZ,20200922,13.519,19.2894,2.9387,33387306.3729
107,000651.SZ,20200921,13.7747,19.6544,2.9943,34018958.1151
108,000651.SZ,20200918,13.5287,19.3034,2.9408,33411369.2964
109,000651.SZ,20200917,13.3485,19.0462,2.9016,32966205.2114
110,000651.SZ,20200916,13.4094,19.133,2.9149,33116598.4834
111,000651.SZ,20200915,13.5847,19.3833,2.953,33549731.1066
112,000651.SZ,20200914,13.4654,19.213,2.927,33254960.2936
113,000651.SZ,20200911,13.3631,19.067,2.9048,33002299.5967
114,000651.SZ,20200910,13.2997,18.9766,2.891,32845890.5939
115,000651.SZ,20200909,13.2754,18.9419,2.8857,32785733.2851
116,000651.SZ,20200908,13.5141,19.2825,2.9376,33375274.9111
117,000651.SZ,20200907,13.3996,19.1191,2.9128,33092535.5599
