Unnamed: 0,ts_code,trade_date,pe,pe_ttm,pb,total_mv
0,601916.SH,20210305,6.8785,7.5151,0.7836,8890315.2532
1,601916.SH,20210304,6.8785,7.5151,0.7836,8890315.2532
2,601916.SH,20210303,6.8291,7.4612,0.778,8826509.1629
3,601916.SH,20210302,6.6975,7.3174,0.763,8656359.5886
4,601916.SH,20210301,6.7304,7.3533,0.7668,8698896.9822
5,601916.SH,20210226,6.7633,7.3893,0.7705,8741434.3758
6,601916.SH,20210225,6.7633,7.3893,0.7705,8741434.3758
7,601916.SH,20210224,6.7469,7.3713,0.7686,8720165.679
8,601916.SH,20210223,6.681,7.2994,0.7611,8635090.8919
9,601916.SH,20210222,6.714,7.3354,0.7649,8677628.2854
10,601916.SH,20210219,6.6975,7.3174,0.763,8656359.5886
11,601916.SH,20210218,6.681,7.2994,0.7611,8635090.8919
12,601916.SH,20210210,6.6481,7.2634,0.7574,8592553.4983
13,601916.SH,20210209,6.6152,7.2275,0.7536,8550016.1048
14,601916.SH,20210208,6.6152,7.2275,0.7536,8550016.1048
15,601916.SH,20210205,6.6646,7.2814,0.7593,8613822.1951
16,601916.SH,20210204,6.5165,7.1196,0.7424,8422403.9241
17,601916.SH,20210203,6.5,7.1016,0.7405,8401135.2273
18,601916.SH,20210202,6.5165,7.1196,0.7424,8422403.9241
19,601916.SH,20210201,6.5659,7.1735,0.748,8486210.0144
20,601916.SH,20210129,6.4836,7.0836,0.7386,8379866.5305
21,601916.SH,20210128,6.4836,7.0836,0.7386,8379866.5305
22,601916.SH,20210127,6.5329,7.1376,0.7443,8443672.6209
23,601916.SH,20210126,6.5494,7.1556,0.7461,8464941.3176
24,601916.SH,20210125,6.5494,7.1556,0.7461,8464941.3176
25,601916.SH,20210122,6.5659,7.1735,0.748,8486210.0144
26,601916.SH,20210121,6.6646,7.2814,0.7593,8613822.1951
27,601916.SH,20210120,6.6481,7.2634,0.7574,8592553.4983
28,601916.SH,20210119,6.681,7.2994,0.7611,8635090.8919
29,601916.SH,20210118,6.6481,7.2634,0.7574,8592553.4983
30,601916.SH,20210115,6.6975,7.3174,0.763,8656359.5886
31,601916.SH,20210114,6.6317,7.2455,0.7555,8571284.8015
32,601916.SH,20210113,6.681,7.2994,0.7611,8635090.8919
33,601916.SH,20210112,6.5,7.1016,0.7405,8401135.2273
34,601916.SH,20210111,6.5165,7.1196,0.7424,8422403.9241
35,601916.SH,20210108,6.5823,7.1915,0.7499,8507478.7112
36,601916.SH,20210107,6.5988,7.2095,0.7518,8528747.408
37,601916.SH,20210106,6.6481,7.2634,0.7574,8592553.4983
38,601916.SH,20210105,6.6481,7.2634,0.7574,8592553.4983
39,601916.SH,20210104,6.6646,7.2814,0.7593,8613822.1951
40,601916.SH,20201231,6.714,7.3354,0.7649,8677628.2854
41,601916.SH,20201230,6.681,7.2994,0.7611,8635090.8919
42,601916.SH,20201229,6.6317,7.2455,0.7555,8571284.8015
43,601916.SH,20201228,6.5988,7.2095,0.7518,8528747.408
44,601916.SH,20201225,6.5823,7.1915,0.7499,8507478.7112
45,601916.SH,20201224,6.5823,7.1915,0.7499,8507478.7112
46,601916.SH,20201223,6.6152,7.2275,0.7536,8550016.1048
47,601916.SH,20201222,6.5988,7.2095,0.7518,8528747.408
48,601916.SH,20201221,6.6481,7.2634,0.7574,8592553.4983
49,601916.SH,20201218,6.6481,7.2634,0.7574,8592553.4983
50,601916.SH,20201217,6.6975,7.3174,0.763,8656359.5886
51,601916.SH,20201216,6.6317,7.2455,0.7555,8571284.8015
52,601916.SH,20201215,6.6481,7.2634,0.7574,8592553.4983
53,601916.SH,20201214,6.6646,7.2814,0.7593,8613822.1951
54,601916.SH,20201211,6.6317,7.2455,0.7555,8571284.8015
55,601916.SH,20201210,6.6646,7.2814,0.7593,8613822.1951
56,601916.SH,20201209,6.6975,7.3174,0.763,8656359.5886
57,601916.SH,20201208,6.7798,7.4073,0.7724,8762703.0725
58,601916.SH,20201207,6.7962,7.4252,0.7743,8783971.7693
59,601916.SH,20201204,6.895,7.5331,0.7855,8911583.95
60,601916.SH,20201203,7.0266,7.6769,0.8005,9081733.5242
61,601916.SH,20201202,6.9279,7.5691,0.7893,8954121.3435
62,601916.SH,20201201,7.0431,7.6949,0.8024,9103002.221
63,601916.SH,20201130,6.7798,7.4073,0.7724,8762703.0725
64,601916.SH,20201127,6.8291,7.4612,0.778,8826509.1629
65,601916.SH,20201126,6.6646,7.2814,0.7593,8613822.1951
66,601916.SH,20201125,6.6152,7.2275,0.7536,8550016.1048
67,601916.SH,20201124,6.6481,7.2634,0.7574,8592553.4983
68,601916.SH,20201123,6.714,7.3354,0.7649,8677628.2854
69,601916.SH,20201120,6.681,7.2994,0.7611,8635090.8919
70,601916.SH,20201119,6.714,7.3354,0.7649,8677628.2854
71,601916.SH,20201118,6.6975,7.3174,0.763,8656359.5886
72,601916.SH,20201117,6.6481,7.2634,0.7574,8592553.4983
73,601916.SH,20201116,6.6317,7.2455,0.7555,8571284.8015
74,601916.SH,20201113,6.6152,7.2275,0.7536,8550016.1048
75,601916.SH,20201112,6.6481,7.2634,0.7574,8592553.4983
76,601916.SH,20201111,6.6646,7.2814,0.7593,8613822.1951
77,601916.SH,20201110,6.681,7.2994,0.7611,8635090.8919
78,601916.SH,20201109,6.6975,7.3174,0.763,8656359.5886
79,601916.SH,20201106,6.5988,7.2095,0.7518,8528747.408
80,601916.SH,20201105,6.5988,7.2095,0.7518,8528747.408
81,601916.SH,20201104,6.5823,7.1915,0.7499,8507478.7112
82,601916.SH,20201103,6.5988,7.2095,0.7518,8528747.408
83,601916.SH,20201102,6.5329,7.1376,0.7443,8443672.6209
84,601916.SH,20201030,6.5494,7.1556,0.7461,8464941.3176
85,601916.SH,20201029,6.681,7.0944,0.9388,8635090.8919
86,601916.SH,20201028,6.714,7.1293,0.9434,8677628.2854
87,601916.SH,20201027,6.7469,7.1643,0.948,8720165.679
88,601916.SH,20201026,6.8127,7.2342,0.9573,8805240.4661
89,601916.SH,20201023,6.9443,7.3739,0.9758,8975390.0403
90,601916.SH,20201022,6.9443,7.3739,0.9758,8975390.0403
91,601916.SH,20201021,6.9937,7.4264,0.9827,9039196.1307
92,601916.SH,20201020,6.9443,7.3739,0.9758,8975390.0403
93,601916.SH,20201019,6.9937,7.4264,0.9827,9039196.1307
94,601916.SH,20201016,6.9937,7.4264,0.9827,9039196.1307
95,601916.SH,20201015,6.9443,7.3739,0.9758,8975390.0403
96,601916.SH,20201014,6.9114,7.339,0.9711,8932852.6468
97,601916.SH,20201013,6.9772,7.4089,0.9804,9017927.4339
98,601916.SH,20201012,7.0431,7.4788,0.9896,9103002.221
99,601916.SH,20201009,6.9772,7.4089,0.9804,9017927.4339
100,601916.SH,20200930,6.9443,7.3739,0.9758,8975390.0403
101,601916.SH,20200929,6.9443,7.3739,0.9758,8975390.0403
102,601916.SH,20200928,6.9114,7.339,0.9711,8932852.6468
103,601916.SH,20200925,6.895,7.3215,0.9688,8911583.95
104,601916.SH,20200924,6.8456,7.2691,0.9619,8847777.8596
105,601916.SH,20200923,6.9114,7.339,0.9711,8932852.6468
106,601916.SH,20200922,6.9772,7.4089,0.9804,9017927.4339
107,601916.SH,20200921,6.9772,7.4089,0.9804,9017927.4339
108,601916.SH,20200918,7.1089,7.5487,0.9989,9188077.0081
109,601916.SH,20200917,6.9937,7.4264,0.9827,9039196.1307
110,601916.SH,20200916,6.9608,7.3914,0.9781,8996658.7371
111,601916.SH,20200915,6.9608,7.3914,0.9781,8996658.7371
112,601916.SH,20200914,6.895,7.3215,0.9688,8911583.95
113,601916.SH,20200911,6.8291,7.2516,0.9596,8826509.1629
114,601916.SH,20200910,6.8456,7.2691,0.9619,8847777.8596
115,601916.SH,20200909,6.895,7.3215,0.9688,8911583.95
116,601916.SH,20200908,6.8621,7.2866,0.9642,8869046.5564
117,601916.SH,20200907,6.8127,7.2342,0.9573,8805240.4661
118,601916.SH,20200904,6.8291,7.2516,0.9596,8826509.1629
119,601916.SH,20200903,6.7798,7.1992,0.9526,8762703.0725
120,601916.SH,20200902,6.8127,7.2342,0.9573,8805240.4661
121,601916.SH,20200901,6.8291,7.2516,0.9596,8826509.1629
122,601916.SH,20200831,6.8621,7.2866,0.9642,8869046.5564
123,601916.SH,20200828,6.8456,6.7974,0.7976,8847777.8596
124,601916.SH,20200827,6.7798,6.732,0.79,8762703.0725
125,601916.SH,20200826,6.7633,6.7157,0.7881,8741434.3758
126,601916.SH,20200825,6.8621,6.8137,0.7996,8869046.5564
127,601916.SH,20200824,6.895,6.8464,0.8034,8911583.95
128,601916.SH,20200821,6.9443,6.8954,0.8091,8975390.0403
129,601916.SH,20200820,6.895,6.8464,0.8034,8911583.95
130,601916.SH,20200819,6.9772,6.9281,0.813,9017927.4339
131,601916.SH,20200818,7.0266,6.9771,0.8187,9081733.5242
132,601916.SH,20200817,7.1418,7.0915,0.8322,9230614.4017
133,601916.SH,20200814,6.8785,6.8301,0.8015,8890315.2532
134,601916.SH,20200813,6.7962,6.7484,0.7919,8783971.7693
135,601916.SH,20200812,6.8127,6.7647,0.7938,8805240.4661
136,601916.SH,20200811,6.8291,6.781,0.7957,8826509.1629
137,601916.SH,20200810,6.8456,6.7974,0.7976,8847777.8596
138,601916.SH,20200807,6.8291,6.781,0.7957,8826509.1629
139,601916.SH,20200806,6.9114,6.8627,0.8053,8932852.6468
140,601916.SH,20200805,6.8785,6.8301,0.8015,8890315.2532
141,601916.SH,20200804,6.9937,6.9444,0.8149,9039196.1307
142,601916.SH,20200803,6.8456,6.7974,0.7976,8847777.8596
143,601916.SH,20200731,6.7798,6.732,0.79,8762703.0725
144,601916.SH,20200730,6.7798,6.732,0.79,8762703.0725
145,601916.SH,20200729,6.8456,6.7974,0.7976,8847777.8596
146,601916.SH,20200728,6.7304,6.683,0.7842,8698896.9822
147,601916.SH,20200727,6.714,6.6667,0.7823,8677628.2854
148,601916.SH,20200724,6.7469,6.6993,0.7861,8720165.679
149,601916.SH,20200723,6.9443,6.8954,0.8091,8975390.0403
150,601916.SH,20200722,7.076,7.0261,0.8245,9145539.6145
151,601916.SH,20200721,7.0924,7.0425,0.8264,9166808.3113
152,601916.SH,20200720,7.1912,7.1405,0.8379,9294420.492
153,601916.SH,20200717,6.9608,6.9118,0.8111,8996658.7371
154,601916.SH,20200716,7.076,7.0261,0.8245,9145539.6145
155,601916.SH,20200715,7.0266,6.9771,0.8187,9081733.5242
156,601916.SH,20200714,7.2405,7.1895,0.8437,9358226.5823
157,601916.SH,20200713,7.3886,7.3366,0.8609,9549644.8533
158,601916.SH,20200710,7.4216,7.3693,0.8647,9592182.2469
159,601916.SH,20200709,8.2937,8.2353,0.9239,10719423.1761
160,601916.SH,20200708,8.4254,8.366,0.9385,10889572.7503
161,601916.SH,20200707,7.8494,7.7941,0.8744,10145168.3631
162,601916.SH,20200706,7.619,7.5654,0.8487,9847406.6082
163,601916.SH,20200703,6.9279,6.8791,0.7717,8954121.3435
164,601916.SH,20200702,6.7304,6.683,0.7497,8698896.9822
165,601916.SH,20200701,6.5494,6.5033,0.7296,8464941.3176
166,601916.SH,20200630,6.4836,6.4379,0.7222,8379866.5305
167,601916.SH,20200629,6.4671,6.4216,0.7204,8358597.8338
168,601916.SH,20200624,6.5165,6.4706,0.7259,8422403.9241
169,601916.SH,20200623,6.4507,6.4052,0.7186,8337329.137
170,601916.SH,20200622,6.4836,6.4379,0.7222,8379866.5305
171,601916.SH,20200619,6.4836,6.4379,0.7222,8379866.5305
172,601916.SH,20200618,6.4507,6.4052,0.7186,8337329.137
173,601916.SH,20200617,6.4342,6.3889,0.7167,8316060.4402
174,601916.SH,20200616,6.4507,6.4052,0.7186,8337329.137
175,601916.SH,20200615,6.4178,6.3725,0.7149,8294791.7434
176,601916.SH,20200612,6.4178,6.3725,0.7149,8294791.7434
177,601916.SH,20200611,6.4836,6.4379,0.7222,8379866.5305
178,601916.SH,20200610,6.4836,6.4379,0.7222,8379866.5305
179,601916.SH,20200609,6.5165,6.4706,0.7259,8422403.9241
180,601916.SH,20200608,6.5,6.4542,0.7241,8401135.2273
181,601916.SH,20200605,6.4836,6.4379,0.7222,8379866.5305
182,601916.SH,20200604,6.4671,6.4216,0.7204,8358597.8338
183,601916.SH,20200603,6.4836,6.4379,0.7222,8379866.5305
184,601916.SH,20200602,6.5,6.4542,0.7241,8401135.2273
185,601916.SH,20200601,6.4013,6.3562,0.7131,8273523.0466
186,601916.SH,20200529,6.3519,6.3072,0.7076,8209716.9563
187,601916.SH,20200528,6.3684,6.3235,0.7094,8230985.6531
188,601916.SH,20200527,6.3519,6.3072,0.7076,8209716.9563
189,601916.SH,20200526,6.4178,6.3725,0.7149,8294791.7434
190,601916.SH,20200525,6.6317,6.585,0.7387,8571284.8015
191,601916.SH,20200522,6.5988,6.5523,0.7351,8528747.408
192,601916.SH,20200521,6.6646,6.6176,0.7424,8613822.1951
193,601916.SH,20200520,6.681,6.634,0.7442,8635090.8919
194,601916.SH,20200519,6.681,6.634,0.7442,8635090.8919
195,601916.SH,20200518,6.6646,6.6176,0.7424,8613822.1951
196,601916.SH,20200515,6.6646,6.6176,0.7424,8613822.1951
197,601916.SH,20200514,6.6481,6.6013,0.7406,8592553.4983
198,601916.SH,20200513,6.6975,6.6503,0.7461,8656359.5886
199,601916.SH,20200512,6.6975,6.6503,0.7461,8656359.5886
200,601916.SH,20200511,6.714,6.6667,0.7479,8677628.2854
201,601916.SH,20200508,6.7469,6.6993,0.7516,8720165.679
202,601916.SH,20200507,6.6975,6.6503,0.7461,8656359.5886
203,601916.SH,20200506,6.6975,6.6503,0.7461,8656359.5886
204,601916.SH,20200430,6.714,6.6667,0.7479,8677628.2854
205,601916.SH,20200429,6.6975,6.6503,0.7461,8656359.5886
206,601916.SH,20200428,6.6152,6.5686,0.7369,8550016.1048
207,601916.SH,20200427,6.6646,6.6176,0.7424,8613822.1951
208,601916.SH,20200424,6.5823,6.5823,0.7645,8507478.7112
209,601916.SH,20200423,6.6317,6.6317,0.7702,8571284.8015
210,601916.SH,20200422,6.6481,6.6481,0.7721,8592553.4983
211,601916.SH,20200421,6.6317,6.6317,0.7702,8571284.8015
212,601916.SH,20200420,6.6646,6.6646,0.774,8613822.1951
213,601916.SH,20200417,6.681,6.681,0.7759,8635090.8919
214,601916.SH,20200416,6.6646,6.6646,0.774,8613822.1951
215,601916.SH,20200415,6.6646,6.6646,0.774,8613822.1951
216,601916.SH,20200414,6.681,6.681,0.7759,8635090.8919
217,601916.SH,20200413,6.6481,6.6481,0.7721,8592553.4983
218,601916.SH,20200410,6.681,6.681,0.7759,8635090.8919
219,601916.SH,20200409,6.6975,6.6975,0.7778,8656359.5886
220,601916.SH,20200408,6.681,6.681,0.7759,8635090.8919
221,601916.SH,20200407,6.714,6.714,0.7797,8677628.2854
