Unnamed: 0,ts_code,trade_date,pe,pe_ttm,pb,total_mv
0,002146.SZ,20210305,3.1275,3.3024,0.6653,2852395.4863
1,002146.SZ,20210304,3.1513,3.3275,0.6704,2874136.3055
2,002146.SZ,20210303,3.1656,3.3426,0.6734,2887180.7971
3,002146.SZ,20210302,3.1037,3.2772,0.6603,2830654.667
4,002146.SZ,20210301,3.1847,3.3628,0.6775,2904573.4525
5,002146.SZ,20210226,3.1656,3.3426,0.6734,2887180.7971
6,002146.SZ,20210225,3.2801,3.4635,0.6978,2991536.7295
7,002146.SZ,20210224,3.1132,3.2873,0.6623,2839350.9947
8,002146.SZ,20210223,3.1227,3.2973,0.6643,2848047.3224
9,002146.SZ,20210222,3.1752,3.3527,0.6755,2895877.1248
10,002146.SZ,20210219,3.1752,3.3527,0.6755,2895877.1248
11,002146.SZ,20210218,3.118,3.2923,0.6633,2843699.1586
12,002146.SZ,20210210,3.0417,3.2118,0.6471,2774128.5369
13,002146.SZ,20210209,3.056,3.2269,0.6501,2787173.0285
14,002146.SZ,20210208,3.0751,3.247,0.6542,2804565.6839
15,002146.SZ,20210205,3.0226,3.1916,0.643,2756735.8815
16,002146.SZ,20210204,2.8844,3.0456,0.6136,2630639.1299
17,002146.SZ,20210203,2.851,3.0104,0.6065,2600201.9829
18,002146.SZ,20210202,2.9702,3.1362,0.6319,2708906.0792
19,002146.SZ,20210201,2.9845,3.1513,0.6349,2721950.5707
20,002146.SZ,20210129,2.994,3.1614,0.6369,2730646.8984
21,002146.SZ,20210128,2.9797,3.1463,0.6339,2717602.4069
22,002146.SZ,20210127,2.9845,3.1513,0.6349,2721950.5707
23,002146.SZ,20210126,2.9749,3.1413,0.6329,2713254.243
24,002146.SZ,20210125,2.9845,3.1513,0.6349,2721950.5707
25,002146.SZ,20210122,3.0321,3.2017,0.645,2765432.2092
26,002146.SZ,20210121,3.0989,3.2722,0.6592,2826306.5032
27,002146.SZ,20210120,3.1323,3.3074,0.6663,2856743.6501
28,002146.SZ,20210119,3.2085,3.3879,0.6826,2926314.2717
29,002146.SZ,20210118,3.1275,3.3024,0.6653,2852395.4863
30,002146.SZ,20210115,3.0846,3.2571,0.6562,2813262.0116
31,002146.SZ,20210114,3.0846,3.2571,0.6562,2813262.0116
