Unnamed: 0,ts_code,trade_date,pe,pe_ttm,pb,total_mv
0,601658.SH,20210305,8.7931,9.0065,1.0122,53578794.3152
1,601658.SH,20210304,8.7217,8.9334,1.004,53143901.5042
2,601658.SH,20210303,8.7788,8.9919,1.0106,53491815.753
3,601658.SH,20210302,8.4362,8.641,0.9711,51404330.2602
4,601658.SH,20210301,8.5932,8.8018,0.9892,52361094.4444
5,601658.SH,20210226,8.736,8.948,1.0056,53230880.0664
6,601658.SH,20210225,8.8502,9.065,1.0188,53926708.564
7,601658.SH,20210224,8.4648,8.6702,0.9744,51578287.3846
8,601658.SH,20210223,8.6931,8.9042,1.0007,52969944.3798
9,601658.SH,20210222,8.5932,8.8018,0.9892,52361094.4444
10,601658.SH,20210219,8.7217,8.9334,1.004,53143901.5042
11,601658.SH,20210218,8.9073,9.1235,1.0254,54274622.8128
12,601658.SH,20210210,8.8216,9.0357,1.0155,53752751.4396
13,601658.SH,20210209,8.9501,9.1673,1.0303,54535558.4994
14,601658.SH,20210208,8.8502,9.065,1.0188,53926708.564
15,601658.SH,20210205,8.7074,8.9188,1.0024,53056922.942
16,601658.SH,20210204,8.2506,8.4509,0.9498,50273608.9516
17,601658.SH,20210203,7.9509,8.1439,0.9153,48447059.1454
18,601658.SH,20210202,7.8224,8.0123,0.9005,47664252.0856
19,601658.SH,20210201,7.9937,8.1877,0.9202,48707994.832
20,601658.SH,20210129,7.8224,8.0123,0.9005,47664252.0856
21,601658.SH,20210128,7.6511,7.8368,0.8808,46620509.3392
22,601658.SH,20210127,7.9366,8.1292,0.9136,48360080.5832
23,601658.SH,20210126,7.8224,8.0123,0.9005,47664252.0856
24,601658.SH,20210125,7.751,7.9392,0.8923,47229359.2746
25,601658.SH,20210122,7.7082,7.8953,0.8873,46968423.588
26,601658.SH,20210121,7.9794,8.1731,0.9186,48621016.2698
27,601658.SH,20210120,7.6511,7.8368,0.8808,46620509.3392
28,601658.SH,20210119,7.6511,7.8368,0.8808,46620509.3392
29,601658.SH,20210118,7.5226,7.7052,0.866,45837702.2794
30,601658.SH,20210115,7.7653,7.9538,0.8939,47316337.8368
31,601658.SH,20210114,7.1658,7.3397,0.8249,43663238.2244
32,601658.SH,20210113,6.9945,7.1643,0.8052,42619495.478
33,601658.SH,20210112,6.9088,7.0765,0.7953,42097624.1048
34,601658.SH,20210111,6.9517,7.1204,0.8002,42358559.7914
35,601658.SH,20210108,6.8375,7.0034,0.7871,41662731.2938
36,601658.SH,20210107,6.7233,6.8865,0.774,40966902.7962
37,601658.SH,20210106,6.7233,6.8865,0.774,40966902.7962
38,601658.SH,20210105,6.6804,6.8426,0.769,40705967.1096
39,601658.SH,20210104,6.6804,6.8426,0.769,40705967.1096
40,601658.SH,20201231,6.8232,6.9888,0.7855,41575752.7316
41,601658.SH,20201230,6.7804,6.945,0.7805,41314817.045
42,601658.SH,20201229,6.7518,6.9157,0.7772,41140859.9206
43,601658.SH,20201228,6.7804,6.945,0.7805,41314817.045
44,601658.SH,20201225,6.7375,6.9011,0.7756,41053881.3584
45,601658.SH,20201224,6.7375,6.9011,0.7756,41053881.3584
46,601658.SH,20201223,6.7375,6.9011,0.7756,41053881.3584
47,601658.SH,20201222,6.8089,6.9742,0.7838,41488774.1694
48,601658.SH,20201221,6.9088,7.0765,0.7953,42097624.1048
49,601658.SH,20201218,6.8946,7.0619,0.7937,42010645.5426
50,601658.SH,20201217,6.9517,7.1204,0.8002,42358559.7914
51,601658.SH,20201216,6.866,7.0327,0.7904,41836688.4182
52,601658.SH,20201215,6.8375,7.0034,0.7871,41662731.2938
53,601658.SH,20201214,6.9231,7.0912,0.797,42184602.667
54,601658.SH,20201211,7.023,7.1935,0.8085,42793452.6024
55,601658.SH,20201210,6.9231,7.0912,0.797,42184602.667
56,601658.SH,20201209,6.9517,7.1204,0.8002,42358559.7914
57,601658.SH,20201208,6.9231,7.0912,0.797,42184602.667
58,601658.SH,20201207,7.0088,7.1789,0.8068,42706474.0402
59,601658.SH,20201204,7.1372,7.3105,0.8216,43489281.1
60,601658.SH,20201203,7.3085,7.4859,0.8413,44533023.8464
