Unnamed: 0,ts_code,trade_date,pe,pe_ttm,pb,total_mv
0,000066.SZ,20210305,44.6452,64.1776,6.3279,4977909.4901
1,000066.SZ,20210304,43.5947,62.6675,6.179,4860782.208
2,000066.SZ,20210303,45.8007,65.8386,6.4917,5106749.5004
3,000066.SZ,20210302,46.2997,66.5559,6.5624,5162384.9594
4,000066.SZ,20210301,46.6673,67.0844,6.6145,5203379.5082
5,000066.SZ,20210226,45.3543,65.1969,6.4284,5056970.4055
6,000066.SZ,20210225,45.827,65.8764,6.4954,5109677.6825
7,000066.SZ,20210224,45.0654,64.7816,6.3875,5024760.4029
8,000066.SZ,20210223,42.0453,60.4402,5.9594,4688019.4669
9,000066.SZ,20210222,42.5442,61.1574,6.0301,4743654.9259
10,000066.SZ,20210219,43.7785,62.9318,6.2051,4881279.4824
11,000066.SZ,20210218,42.8856,61.6482,6.0785,4781721.2925
12,000066.SZ,20210210,41.6776,59.9116,5.9073,4647024.9181
13,000066.SZ,20210209,41.3362,59.4209,5.8589,4608958.5514
14,000066.SZ,20210208,40.1807,57.7598,5.6951,4480118.5411
15,000066.SZ,20210205,41.1524,59.1566,5.8328,4588461.2771
16,000066.SZ,20210204,43.0169,61.837,6.0971,4796362.2028
17,000066.SZ,20210203,43.8573,63.045,6.2162,4890064.0285
18,000066.SZ,20210202,46.4047,66.7069,6.5773,5174097.6877
19,000066.SZ,20210201,46.0371,66.1784,6.5252,5133103.1389
20,000066.SZ,20210129,45.4856,65.3856,6.447,5071611.3158
21,000066.SZ,20210128,46.0633,66.2161,6.5289,5136031.321
22,000066.SZ,20210127,46.1421,66.3294,6.5401,5144815.8671
23,000066.SZ,20210126,45.6957,65.6876,6.4768,5095036.7722
24,000066.SZ,20210125,50.0814,71.9921,7.0984,5584043.1751
25,000066.SZ,20210122,47.5077,68.2925,6.7336,5297081.3339
26,000066.SZ,20210121,49.1622,70.6708,6.9681,5481556.8032
27,000066.SZ,20210120,48.742,70.0668,6.9086,5434705.8904
28,000066.SZ,20210119,49.1097,70.5953,6.9607,5475700.4391
29,000066.SZ,20210118,49.7662,71.5391,7.0537,5548904.9904
30,000066.SZ,20210115,48.2168,69.3118,6.8341,5376142.2493
31,000066.SZ,20210114,49.6875,71.4259,7.0426,5540120.4443
32,000066.SZ,20210113,50.1602,72.1054,7.1096,5592827.7212
33,000066.SZ,20210112,52.8651,75.9938,7.493,5894430.4727
34,000066.SZ,20210111,52.6025,75.6163,7.4557,5865148.6522
35,000066.SZ,20210108,51.6308,74.2195,7.318,5756805.9162
36,000066.SZ,20210107,51.4733,73.993,7.2957,5739236.8239
37,000066.SZ,20210106,53.3116,76.6356,7.5562,5944209.5676
38,000066.SZ,20210105,54.2308,77.9569,7.6865,6046695.9394
39,000066.SZ,20210104,54.3621,78.1456,7.7051,6061336.8497
40,000066.SZ,20201231,49.8713,71.6901,7.0686,5560617.7186
41,000066.SZ,20201230,46.6936,67.1222,6.6182,5206307.6902
42,000066.SZ,20201229,46.8774,67.3864,6.6443,5226804.9646
43,000066.SZ,20201228,45.3805,65.2346,6.4321,5059898.5876
44,000066.SZ,20201225,45.1442,64.8948,6.3986,5033544.9491
45,000066.SZ,20201224,45.3017,65.1214,6.421,5051114.0414
46,000066.SZ,20201223,44.1199,63.4225,6.2534,4919345.849
47,000066.SZ,20201222,41.8877,60.2137,5.9371,4670450.3745
48,000066.SZ,20201221,42.6755,61.3462,6.0487,4758295.8361
49,000066.SZ,20201218,41.2837,59.3454,5.8514,4603102.1873
50,000066.SZ,20201217,42.5442,61.1574,6.0301,4743654.9259
51,000066.SZ,20201216,42.2291,60.7044,5.9854,4708516.7412
52,000066.SZ,20201215,41.3099,59.3831,5.8552,4606030.3694
53,000066.SZ,20201214,37.5545,53.9847,5.3229,4187300.3358
54,000066.SZ,20201211,37.2393,53.5316,5.2782,4152162.1512
55,000066.SZ,20201210,38.4211,55.2305,5.4457,4283930.3435
56,000066.SZ,20201209,39.6817,57.0425,5.6244,4424483.0821
57,000066.SZ,20201208,40.3645,58.0241,5.7212,4500615.8155
58,000066.SZ,20201207,40.7847,58.6281,5.7807,4547466.7283
59,000066.SZ,20201204,40.4433,58.1373,5.7323,4509400.3616
60,000066.SZ,20201203,40.3645,58.0241,5.7212,4500615.8155
61,000066.SZ,20201202,38.815,55.7967,5.5015,4327853.0743
62,000066.SZ,20201201,38.9464,55.9855,5.5202,4342493.9846
63,000066.SZ,20201130,37.8696,54.4377,5.3675,4222438.5204
64,000066.SZ,20201127,37.8171,54.3622,5.3601,4216582.1563
65,000066.SZ,20201126,37.8434,54.3999,5.3638,4219510.3384
66,000066.SZ,20201125,38.1585,54.8529,5.4085,4254648.523
67,000066.SZ,20201124,39.1302,56.2498,5.5462,4362991.259
68,000066.SZ,20201123,39.2878,56.4763,5.5685,4380560.3513
69,000066.SZ,20201120,39.6554,57.0048,5.6207,4421554.9
70,000066.SZ,20201119,39.7605,57.1558,5.6355,4433267.6282
71,000066.SZ,20201118,39.4453,56.7028,5.5909,4398129.4436
72,000066.SZ,20201117,39.1302,56.2498,5.5462,4362991.259
73,000066.SZ,20201116,39.708,57.0803,5.6281,4427411.2641
74,000066.SZ,20201113,39.708,57.0803,5.6281,4427411.2641
75,000066.SZ,20201112,39.7867,57.1935,5.6393,4436195.8103
76,000066.SZ,20201111,41.415,59.5341,5.8701,4617743.0976
77,000066.SZ,20201110,42.9382,61.7237,6.0859,4787577.6567
78,000066.SZ,20201109,43.7785,62.9318,6.2051,4881279.4824
79,000066.SZ,20201106,42.0715,60.4779,5.9631,4690947.6489
80,000066.SZ,20201105,42.3867,60.9309,6.0078,4726085.8335
81,000066.SZ,20201104,42.124,60.5534,5.9706,4696804.013
82,000066.SZ,20201103,41.3624,59.4586,5.8626,4611886.7335
83,000066.SZ,20201102,38.2373,54.9662,5.4197,4263433.0692
84,000066.SZ,20201030,39.7867,66.0757,5.7316,4436195.8103
85,000066.SZ,20201029,39.4716,65.5523,5.6862,4401057.6257
86,000066.SZ,20201028,40.417,67.1224,5.8224,4506472.1796
87,000066.SZ,20201027,41.5463,68.9978,5.985,4632384.0078
88,000066.SZ,20201026,41.9139,69.6084,6.038,4673378.5566
89,000066.SZ,20201023,41.4412,68.8234,5.9699,4620671.2796
90,000066.SZ,20201022,41.3099,68.6053,5.951,4606030.3694
91,000066.SZ,20201021,41.415,68.7798,5.9661,4617743.0976
92,000066.SZ,20201020,42.5968,70.7424,6.1364,4749511.29
93,000066.SZ,20201019,42.124,69.9573,6.0683,4696804.013
94,000066.SZ,20201016,41.8877,69.5648,6.0342,4670450.3745
95,000066.SZ,20201015,42.6493,70.8296,6.1439,4755367.6541
96,000066.SZ,20201014,43.5684,72.3561,6.2764,4857854.0259
97,000066.SZ,20201013,44.5927,74.0571,6.4239,4972053.126
98,000066.SZ,20201012,44.9866,74.7113,6.4806,5015975.8568
99,000066.SZ,20201009,43.2008,71.7455,6.2234,4816859.4772
100,000066.SZ,20200930,42.124,69.9573,6.0683,4696804.013
101,000066.SZ,20200929,42.7281,70.9605,6.1553,4764152.2002
102,000066.SZ,20200928,42.1503,70.001,6.0721,4699732.1951
103,000066.SZ,20200925,42.3604,70.3499,6.1023,4723157.6515
104,000066.SZ,20200924,42.3867,70.3935,6.1061,4726085.8335
105,000066.SZ,20200923,43.8048,72.7487,6.3104,4884207.6644
106,000066.SZ,20200922,43.8048,72.7487,6.3104,4884207.6644
107,000066.SZ,20200921,45.3543,75.3219,6.5336,5056970.4055
108,000066.SZ,20200918,45.6957,75.8889,6.5828,5095036.7722
109,000066.SZ,20200917,45.4068,75.4091,6.5412,5062826.7696
110,000066.SZ,20200916,43.8048,72.7487,6.3104,4884207.6644
111,000066.SZ,20200915,43.5684,72.3561,6.2764,4857854.0259
112,000066.SZ,20200914,41.4412,68.8234,5.9699,4620671.2796
113,000066.SZ,20200911,42.1766,70.0446,6.0758,4702660.3771
114,000066.SZ,20200910,41.7564,69.3467,6.0153,4655809.4643
115,000066.SZ,20200909,41.8089,69.434,6.0229,4661665.8284
116,000066.SZ,20200908,44.6452,74.1443,6.4315,4977909.4901
117,000066.SZ,20200907,44.9866,74.7113,6.4806,5015975.8568
118,000066.SZ,20200904,45.6694,75.8453,6.579,5092108.5902
119,000066.SZ,20200903,45.7219,75.9325,6.5866,5097964.9543
120,000066.SZ,20200902,45.827,76.107,6.6017,5109677.6825
121,000066.SZ,20200901,46.7987,77.7207,6.7417,5218020.4184
122,000066.SZ,20200831,46.5098,77.2409,6.7001,5185810.4159
123,000066.SZ,20200828,46.9825,67.0403,6.7489,5238517.6928
124,000066.SZ,20200827,46.6148,66.5157,6.6961,5197523.1441
125,000066.SZ,20200826,45.9058,65.5039,6.5942,5118462.2286
